GameDate,Name,UID,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,WorldReputation,HomeReputation,CurrentReputation,PA,CA,Price,Height,Weight,PositionsString,GK/AerialAbility,GK/CommandOfArea,GK/Communication,GK/Eccentricity,GK/Handling,GK/Kicking,GK/OneOnOnes,GK/Reflexes,GK/RushingOut,GK/TendencyToPunch,GK/Throwing,Tech/Corners,Tech/Crossing,Tech/Dribbling,Tech/Finishing,Tech/FirstTouch,Tech/Freekicks,Tech/Heading,Tech/LongShots,Tech/Longthrows,Tech/Marking,Tech/Passing,Tech/PenaltyTaking,Tech/Tackling,Tech/Technique,Mental/Aggression,Mental/Anticipation,Mental/Bravery,Mental/Composure,Mental/Concentration,Mental/Vision,Mental/Decisions,Mental/Determination,Mental/Flair,Mental/Leadership,Mental/OffTheBall,Mental/Positioning,Mental/Teamwork,Mental/Workrate,Phy/Acceleration,Phy/Agility,Phy/Balance,Phy/Jumping,Phy/LeftFoot,Phy/NaturalFitness,Phy/Pace,Phy/RightFoot,Phy/Stamina,Phy/Strength,Hidden/Consistency,Hidden/Dirtiness,Hidden/ImportantMatches,Hidden/InjuryProness,Hidden/Versatility,Personality/Adaptability,Personality/Ambition,Personality/Loyalty,Personality/Pressure,Personality/Professional,Personality/Sportsmanship,Personality/Temperament,Personality/Controversy,Positions/PositionsDesc,Positions/PositionsDescVal,Positions/Striker,Positions/AttackingMidfielder,Positions/Centre,Positions/Defender,Positions/DefensiveMidfielder,Positions/Goalkeeper,Positions/Left,Positions/Midfielder,Positions/Right,Positions/Sweeper,Positions/WingBack,Positions/AttackingMidCentral,Positions/AttackingMidLeft,Positions/AttackingMidRight,Positions/DefenderCentral,Positions/DefenderLeft,Positions/DefenderRight,Positions/MidfielderCentral,Positions/MidfielderLeft,Positions/MidfielderRight,Positions/WingBackLeft,Positions/WingBackRight,PPMVal,PPM0,PPM1,PPM2,PPM3,PPM4,PPM5,PPM6,PPM7,PPM8,PPM9,PPM10,PPM11,PPM12,PPM13,PPM14,PPM15,PPM16,PPM17,PPM18,PPM19,PPM20,PPM21,PPM22,PPM23,PPM24,PPM25,PPM26,PPM27,PPM28,PPM29,PPM30,PPM31,PPM32,PPM33,PPM34,PPM35,PPM36,PPM37,PPM38,PPM39,PPM40,PPM41,PPM42,PPM43,PPM44,PPM45,PPM46,PPM47
29/6/2010,Mathieu Valbuena,8430055,769,9/28/1984,25,3,1,0,0,5041,6400,6400,150,142,5739953,167,58,M/AM RC,3,2,2,3,3,3,3,5,3,3,2,11,12,15,9,14,12,7,14,7,2,13,14,5,15,11,12,16,12,14,13,13,18,15,7,15,7,13,17,17,17,11,3,10,13,15,20,14,7,14,10,15,8,10,5,16,10,13,13,9,11,12,M/AM RC,413,8,20,20,1,1,1,12,20,17,1,1,20,12,17,1,1,1,15,12,17,1,1,2.25235E+15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29/6/2010,Martin Lanig,895903,771,7/11/1984,25,0,0,0,0,3500,6450,6450,135,129,1632497,190,78,M/AM C,3,1,2,3,3,3,2,1,1,1,1,8,10,13,10,14,6,16,12,11,8,12,12,12,14,9,14,13,15,11,13,12,9,14,12,13,10,13,11,11,13,15,16,10,14,14,20,15,14,12,7,10,5,13,9,18,8,9,13,13,12,6,M/AM C,411,6,20,20,1,13,1,9,20,13,1,5,20,5,7,1,1,1,18,9,13,5,5,525356,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Marco Parolo,7982798,776,1/25/1985,25,0,0,0,0,2000,5450,5450,130,118,520580,184,75,M/AM C,3,1,2,2,3,2,1,1,3,3,3,7,9,11,11,13,8,6,14,6,8,13,12,10,15,13,12,11,11,7,13,12,16,13,8,11,11,14,12,13,10,12,11,14,12,11,20,12,10,9,10,10,7,10,14,15,11,14,17,16,13,6,M/AM C,411,1,20,20,1,1,1,13,20,1,1,1,20,11,1,1,1,1,20,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Ludovic Obraniak,915581,787,11/10/1984,25,8,2,0,0,5041,7100,6350,148,142,3696821,174,72,M/AM RLC,3,3,2,2,3,2,2,2,2,3,1,14,14,15,8,15,13,7,14,7,4,14,11,6,15,8,12,11,13,13,13,13,15,13,10,12,9,12,13,15,14,12,7,20,15,14,14,14,12,13,8,14,6,11,14,15,10,12,14,12,10,10,M/AM RLC,416,1,20,16,1,12,1,20,20,17,1,1,16,20,17,1,1,1,16,18,17,1,1,512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Kieran Richardson,5107571,765,10/21/1984,25,8,2,12,1,4692,6850,6850,144,137,13387472,175,69,M/AM LC,2,1,1,2,1,2,2,1,2,2,3,12,12,13,8,17,13,6,13,2,8,11,13,12,15,12,10,10,9,9,13,9,8,15,10,13,10,10,13,16,15,15,7,20,13,17,12,14,9,5,8,7,10,15,14,9,12,9,8,8,8,6,M/AM LC,414,6,20,20,15,1,1,17,20,8,1,12,20,17,6,1,15,1,16,16,8,12,1,3.51854E+13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29/6/2010,Julian Schuster,8723859,771,4/15/1985,25,0,0,0,0,3500,6600,6600,135,128,3475537,190,78,DM/M/AM C,1,1,2,3,1,2,3,1,3,3,2,16,15,13,11,14,18,13,11,8,11,14,14,12,13,14,15,12,15,15,11,14,15,16,8,12,12,13,11,12,10,13,14,10,14,11,20,15,13,11,6,14,7,10,11,14,11,9,13,12,11,10,DM/M/AM C,321,1,16,20,1,20,1,10,20,14,1,1,16,1,1,1,1,1,20,10,14,1,1,68723671168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,José Sosa,955655,1649,6/19/1985,25,6,1,0,0,4950,7500,7500,154,147,19904965,179,71,M/AM RLC,3,1,2,3,1,2,2,1,1,1,2,15,15,16,12,14,16,11,13,7,5,14,13,7,17,9,11,12,12,13,14,15,12,15,7,13,9,13,13,15,15,11,11,10,16,15,20,13,11,15,3,12,3,15,10,14,15,8,15,14,17,8,M/AM RLC,416,13,20,15,1,1,1,16,20,20,1,1,15,16,20,1,1,1,15,15,16,1,1,5.49757E+11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29/6/2010,José Fernando Marqués,7444880,796,12/4/1984,25,0,0,0,0,4225,6000,6000,142,130,3611904,177,70,M/AM RC,3,3,3,1,2,2,2,3,3,1,3,11,15,15,11,11,15,6,6,6,6,14,13,6,16,7,14,13,6,12,15,10,10,16,5,16,6,10,12,15,14,7,7,13,11,15,20,8,8,6,5,12,13,13,12,13,5,7,5,10,8,16,M/AM RC,413,8,20,17,1,1,1,14,20,20,1,1,17,14,20,1,1,1,15,5,15,1,1,8.79953E+13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
29/6/2010,Jordi Gómez,1511647,796,5/24/1985,25,0,0,0,0,3600,4250,6050,130,120,4548575,178,74,M/AM C,2,2,1,2,1,1,2,8,2,1,2,10,10,13,14,12,16,8,12,7,6,16,6,10,16,10,11,8,13,12,18,11,10,16,8,13,15,12,10,12,11,16,8,20,12,11,8,12,8,12,8,8,8,12,12,14,14,14,6,5,14,7,M/AM C,411,1,20,20,1,1,1,10,20,10,1,1,20,10,10,1,1,1,20,1,1,1,1,8.86481E+12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29/6/2010,Ignacio Piatti,963494,1649,2/4/1985,25,0,0,0,0,4422,6250,6250,140,133,6580906,181,76,M/AM RC,2,3,3,1,1,2,3,3,1,1,1,12,16,15,13,15,13,9,13,7,9,14,14,7,15,11,10,13,13,13,14,14,16,11,7,13,7,13,14,14,14,13,11,6,14,14,20,14,11,12,5,13,8,12,8,16,7,13,11,11,15,6,M/AM RC,413,1,20,20,1,1,1,8,20,17,1,1,20,4,10,1,1,1,15,8,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Hernanes,2114781,1651,5/29/1985,25,1,0,0,0,6006,8000,7750,164,155,23499112,180,76,DM/M RLC,2,2,1,1,2,3,1,7,2,1,1,9,13,14,13,14,16,8,16,8,12,15,12,12,15,12,13,13,11,12,14,11,16,13,13,14,12,14,13,13,12,10,10,20,14,14,18,14,10,15,5,13,3,18,13,14,15,15,8,12,12,9,DM/M RLC,426,5,15,20,8,18,1,18,20,16,1,10,15,14,13,1,8,1,20,18,16,10,5,513,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Gastón Sangoy,951021,1649,10/5/1984,25,0,0,0,0,2250,5750,5750,145,134,2307499,179,79,AM/S RC,2,2,3,2,2,2,2,7,2,1,1,13,10,14,15,12,18,12,15,7,6,13,12,7,12,17,13,11,13,12,13,12,16,15,14,18,8,13,10,12,12,8,10,15,12,13,20,12,12,14,17,12,7,11,14,14,7,6,13,7,5,7,AM/S RC,623,20,17,20,1,1,1,14,12,17,1,1,15,14,17,1,1,1,8,6,12,1,1,69793350144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Diniyar Bilyaletdinov,8055577,791,2/27/1985,25,33,5,8,3,4900,7700,7000,155,140,18399999,185,79,M/AM LC,3,2,2,3,1,1,3,1,1,2,2,14,13,12,14,12,12,13,12,7,11,16,15,9,13,10,12,11,15,13,14,13,15,14,15,12,11,15,14,14,14,13,12,20,14,12,12,15,10,11,10,12,11,14,10,18,17,8,15,15,14,7,M/AM LC,414,1,20,20,1,1,1,20,20,10,1,5,20,20,10,1,1,1,15,18,5,5,1,2.19902E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29/6/2010,Diego,311148,1651,2/28/1985,25,28,2,12,5,6241,7750,8400,167,158,28217527,175,76,M/AM C,1,1,3,2,2,3,2,5,2,2,3,14,15,16,15,16,15,9,15,6,5,16,15,9,18,12,13,8,14,13,16,12,16,18,9,12,9,9,11,15,18,17,8,13,10,13,20,14,14,14,8,12,12,4,5,12,8,14,12,10,8,14,M/AM C,411,1,20,20,1,1,1,8,20,9,1,1,20,8,9,1,1,1,15,1,7,1,1,35434136580,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Diego Barcelos,303463,1651,4/5/1985,25,0,0,0,0,2809,5700,5250,121,106,603260,172,69,AM/S C,1,1,3,2,2,2,1,1,2,1,1,11,11,16,8,14,6,5,8,2,2,11,9,2,14,9,11,9,11,11,12,11,14,17,6,12,7,10,10,14,15,12,4,11,14,14,20,9,6,12,9,14,9,12,10,13,13,15,16,5,13,10,AM/S C,511,20,20,20,1,1,1,7,8,13,1,1,20,7,13,1,1,1,1,1,8,1,1,1.98256E+13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
29/6/2010,Cícero,8833082,1651,8/26/1984,25,0,0,0,0,2750,6700,6700,154,143,2784773,180,72,M/AM LC,3,3,3,3,2,3,3,2,2,1,3,9,12,10,14,12,10,16,11,15,8,16,18,9,14,7,13,7,11,14,13,16,6,10,12,16,10,12,14,16,13,9,14,20,18,14,9,17,8,9,6,11,5,18,16,13,10,6,9,9,9,12,M/AM LC,414,12,17,20,13,15,1,18,20,10,1,13,17,16,10,1,13,6,20,18,10,13,6,3.57685E+13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
29/6/2010,Charles Takyi,8708035,771,11/12/1984,25,0,0,0,0,3000,6300,6300,129,126,1558471,176,72,M/AM RC,2,1,3,1,1,1,2,1,3,3,1,12,13,13,11,14,12,9,12,7,7,14,14,8,14,7,13,8,11,8,14,11,11,14,8,11,8,9,9,15,14,12,8,12,13,13,20,13,12,5,9,11,6,16,8,9,12,14,11,15,15,5,M/AM RC,413,14,20,20,1,1,1,14,20,19,1,1,20,14,19,1,1,1,19,14,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Chaouki Ben Saada,918393,51,7/1/1984,25,37,4,0,0,4692,6850,6150,145,137,3689944,176,72,M/AM RLC,2,1,2,1,2,1,2,1,2,2,2,13,12,16,8,14,14,7,12,5,2,13,13,3,16,6,12,8,12,12,13,12,11,15,5,14,6,11,11,16,14,12,8,20,12,15,12,13,12,13,6,14,7,10,12,10,16,15,13,17,17,5,M/AM RLC,416,1,20,18,1,1,1,15,20,20,1,1,18,15,20,1,1,1,15,15,15,1,1,34360786948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Chadli Amri,8426379,5,12/14/1984,25,9,0,0,0,2000,5500,5650,130,113,1158822,178,70,M/AM/S RC,3,1,3,1,1,1,3,2,3,1,3,11,13,15,7,8,6,6,10,6,7,13,10,7,12,12,11,12,11,9,12,11,9,12,8,11,8,6,13,14,13,8,6,20,7,14,15,10,6,12,14,11,16,10,13,7,7,7,11,14,14,11,M/AM/S RC,423,16,20,20,1,14,1,1,20,19,1,1,20,1,19,1,1,1,20,1,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Borja Valero,7458277,796,1/12/1985,25,0,0,0,0,5625,7200,7200,160,150,9438933,176,71,M C,3,2,1,2,3,2,1,6,3,1,1,13,13,12,8,16,9,7,10,5,9,16,5,9,16,8,15,11,15,12,17,15,11,14,13,16,15,15,15,12,13,14,8,15,14,13,20,13,10,13,4,10,5,14,7,12,12,12,18,14,17,3,M C,401,3,15,20,1,9,1,7,20,13,1,1,15,2,8,1,1,1,20,7,13,1,1,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Antoine Devaux,8447192,769,2/21/1985,25,0,0,0,0,3660,5400,5400,135,121,3291441,185,70,M/AM RC,3,2,1,1,3,1,1,3,3,3,3,8,11,13,8,15,8,10,9,8,6,13,9,6,15,8,11,11,12,12,14,15,14,12,8,10,8,12,13,14,12,14,12,12,10,12,20,13,9,13,8,14,12,11,5,14,12,12,13,15,15,5,M/AM RC,413,1,20,20,1,1,1,12,20,17,1,1,20,12,17,1,1,1,18,12,17,1,1,160,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Anthony Le Tallec,913528,769,10/3/1984,25,0,0,34,12,4900,6300,6300,148,140,9516048,184,73,AM/S C,2,3,3,3,2,2,1,4,3,2,2,9,11,13,14,12,14,16,13,5,6,12,16,4,13,8,14,13,13,13,12,12,15,14,11,15,8,13,12,14,12,14,13,15,14,13,20,15,12,14,8,16,10,8,12,16,13,13,15,14,13,7,AM/S C,621,20,16,20,1,1,1,12,1,12,1,1,16,12,12,1,1,1,1,1,1,1,1,1572864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Andrea Lazzari,7982744,776,12/3/1984,25,0,0,10,1,4500,7250,7250,147,135,9034932,184,75,M/AM LC,2,2,2,2,2,2,2,2,2,2,2,12,13,12,12,15,12,9,15,11,10,15,11,12,17,11,13,12,11,12,16,11,18,15,8,15,10,13,12,10,13,15,10,20,16,12,13,13,14,10,8,13,6,16,9,15,16,13,17,18,10,10,M/AM LC,414,6,20,18,1,1,1,20,20,12,1,1,18,20,12,1,1,1,15,19,10,1,1,8.7961E+12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29/6/2010,Alex Maranhão,19008463,1651,4/30/1985,25,0,0,0,0,1000,5100,5100,123,102,124245,172,62,M/AM LC,3,2,2,1,2,3,3,8,3,1,1,14,13,12,11,12,15,5,13,4,5,12,14,5,12,12,10,11,11,10,10,11,12,16,2,12,7,8,9,13,14,7,4,20,12,13,9,11,4,12,6,12,5,15,11,15,2,12,18,12,18,11,M/AM LC,414,14,20,20,10,1,1,17,20,12,1,13,20,17,12,1,10,1,18,15,8,13,1,1.98599E+13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
29/6/2010,Alberto Aquilani,836911,776,7/7/1984,25,11,2,20,5,5776,7750,7750,164,152,19025688,186,77,M/AM C,1,1,1,1,1,1,1,1,1,1,1,13,12,14,12,15,12,10,15,6,10,15,15,12,15,13,14,9,16,12,16,15,14,14,12,13,13,14,14,12,13,14,12,12,9,14,20,13,13,12,10,15,18,12,10,15,16,13,16,15,12,6,M/AM C,411,1,20,20,1,13,1,8,20,10,1,1,20,5,10,1,1,1,17,8,10,1,1,2.63883E+13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
29/6/2010,Abel Aguilar,5261769,1653,1/6/1985,25,22,4,0,0,4356,6150,6050,147,132,2999998,185,84,DM/AM C,2,3,3,1,1,1,2,3,2,1,2,10,10,9,15,13,10,16,13,10,10,13,11,12,14,16,13,15,14,12,13,14,16,11,8,16,14,16,15,9,10,16,13,12,12,11,20,15,14,13,13,12,11,10,11,15,15,13,14,13,12,11,DM/AM C,311,6,16,20,4,20,1,5,15,7,1,1,16,2,4,4,1,1,15,5,7,1,1,2147483712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Wesley Sneijder,856882,784,6/9/1984,26,67,19,1,0,7921,8850,8900,182,178,154317397,170,67,M/AM C,1,1,1,3,2,2,2,9,3,1,1,16,17,15,12,17,18,7,18,5,8,18,14,11,17,16,15,15,15,15,18,16,18,17,14,15,13,15,15,14,16,14,6,15,14,13,20,17,11,17,15,17,14,17,16,19,15,17,16,11,7,12,M/AM C,411,1,20,20,1,9,1,14,20,12,1,1,20,14,12,1,1,1,18,13,11,1,1,1073873792,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Tarantini,741760,788,10/7/1983,26,0,0,0,0,1250,5300,5300,116,107,289507,189,75,M/AM C,1,2,2,1,1,2,1,2,2,3,1,11,12,13,14,12,9,8,12,2,9,14,12,10,12,11,13,12,13,14,13,14,10,13,11,14,10,12,12,11,11,13,10,8,13,11,20,13,14,13,9,12,8,12,11,8,15,1,11,13,7,4,M/AM C,411,10,20,20,1,5,1,10,20,12,1,1,20,10,10,1,1,1,15,10,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Stéphane Sessegnon,8438999,7,6/1/1984,26,35,4,0,0,5402,7350,6600,165,147,10968963,172,72,M/AM RC,1,1,1,1,1,1,3,2,1,2,3,11,12,17,9,16,12,10,15,7,4,14,12,7,17,9,13,11,10,9,13,12,13,17,12,14,7,9,11,17,16,13,6,12,16,15,20,14,13,10,14,12,5,12,14,15,12,13,10,6,6,11,M/AM RC,413,1,20,20,1,8,1,14,20,17,1,1,20,14,17,1,1,1,15,14,17,1,1,34628174596,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Simon Laner,1405252,776,1/28/1984,26,0,0,0,0,2500,5950,5950,128,121,409318,182,75,M/AM RLC,1,3,3,2,1,2,1,1,3,1,1,10,14,10,11,12,9,12,11,8,10,14,12,11,13,10,10,11,10,10,8,12,12,11,11,11,10,15,16,14,12,12,11,13,8,12,20,13,12,17,7,14,9,18,18,8,16,14,13,10,14,5,M/AM RLC,416,1,18,20,1,10,1,17,20,20,1,1,16,17,18,1,1,1,20,17,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Rui Miguel,741965,788,11/15/1983,26,0,0,0,0,3000,5750,5750,123,115,788840,175,74,M/AM C,3,1,1,1,1,1,2,2,2,1,3,13,13,14,12,15,12,8,12,4,8,14,12,6,14,10,12,11,11,12,14,14,12,15,6,13,5,12,12,9,13,11,7,10,14,10,20,14,10,13,7,12,6,12,14,13,14,13,14,11,10,7,M/AM C,411,1,20,20,1,1,1,9,20,12,1,1,20,9,12,1,1,1,15,1,1,1,1,1050624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Robinho,316640,1651,1/25/1984,26,74,25,15,5,6889,9130,8750,174,166,155002075,172,60,AM/S LC,2,2,2,3,3,3,1,5,2,2,2,13,15,19,13,19,9,7,12,5,8,15,13,8,19,9,13,7,14,10,16,13,12,18,9,17,5,5,8,17,20,11,6,13,16,16,20,15,7,9,6,8,5,12,7,17,5,13,5,8,15,16,AM/S LC,624,20,18,20,1,1,1,18,12,12,1,1,15,18,12,1,1,1,1,12,1,1,1,7.04031E+13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29/6/2010,Raffaele Palladino,831401,776,4/17/1984,26,3,0,15,4,5041,7250,7250,155,142,4185524,180,71,M/AM/S RLC,1,1,1,1,1,1,1,1,1,1,1,10,14,17,12,15,12,9,7,2,4,13,12,6,16,13,14,10,13,9,13,13,9,14,6,16,14,14,12,12,15,11,9,20,15,12,17,13,10,11,3,11,12,15,14,11,13,12,12,15,14,10,M/AM/S RLC,426,16,20,16,1,1,1,20,20,16,1,1,15,20,16,1,1,1,1,12,12,1,1,7.0369E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29/6/2010,Nico Pulzetti,7980251,776,2/13/1984,26,0,0,0,0,1500,7000,7000,134,126,2227500,176,68,M/AM C,3,2,3,3,3,2,2,8,3,1,1,10,13,12,11,10,10,11,11,3,6,15,12,10,11,11,15,12,12,12,11,12,9,14,13,12,11,11,11,16,14,14,10,8,15,15,20,14,18,16,15,16,5,9,9,19,15,2,19,17,15,3,M/AM C,411,1,20,20,1,1,1,5,20,5,1,1,20,5,5,1,1,1,20,1,1,1,1,2.74878E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29/6/2010,Mirko Vucinic,830573,62002127,10/1/1983,26,18,9,5,0,6480,8400,8150,170,161,24812396,186,76,AM/S LC,1,1,1,1,1,1,1,1,1,1,1,7,11,18,16,15,10,13,13,1,6,15,14,6,18,11,15,14,15,14,16,17,15,14,9,17,8,13,12,15,18,12,12,9,12,15,20,14,13,15,10,15,8,12,15,16,15,13,14,13,12,1,AM/S LC,624,20,18,20,1,1,1,18,12,14,1,1,17,18,14,1,1,1,1,12,1,1,1,134225936,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Masoud,1044508,114,6/9/1984,26,22,3,0,0,4624,6800,6500,142,136,3500000,184,73,M/AM LC,2,3,1,3,2,1,3,4,3,1,2,12,13,17,11,17,11,9,12,7,4,16,10,7,18,9,10,12,16,6,16,12,11,18,6,13,6,7,10,12,14,10,12,16,11,13,20,11,9,9,16,8,8,10,10,12,10,10,6,10,11,17,M/AM LC,414,9,20,20,1,1,1,15,20,10,1,1,20,15,10,1,1,1,15,15,7,1,1,34376515584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29/6/2010,Márcio Mossoró,320237,1651,7/4/1983,26,0,0,0,0,3750,6450,6450,135,129,2957645,169,65,M/AM RC,1,1,1,3,2,3,2,1,3,3,1,12,12,14,10,12,12,4,12,12,6,13,12,3,15,11,13,11,12,12,12,11,16,17,10,14,8,8,13,17,16,4,5,12,14,16,20,11,5,8,10,13,11,12,7,15,15,13,15,15,14,7,M/AM RC,413,10,20,20,1,1,1,13,20,15,1,1,20,13,15,1,1,1,15,1,15,1,1,7.04031E+13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
