name,Market Value,current league
Yohan Benalouane,£1.26m ,Serie A
Maurizio Lauro,£1.17m ,Serie A
Ivan Fatic,£900Th. ,Serie A
Paolo Dellafiore,£900Th. ,Serie A
Maximiliano Pellegrino,£540Th. ,Serie A
Fabio Cusaro,£248Th. ,Serie A
Emanuele Fonte,£45Th. ,Serie A
Alberto Galuppo,£45Th. ,Serie A
Yuto Nagatomo,£7.65m ,Serie A
Davide Santon,£6.75m ,Serie A
Ezequiel Schelotto,£2.97m ,Serie A
Luca Ceccarelli,£900Th. ,Serie A
Martin Petras,£270Th. ,Serie A
Giuseppe De Feudis,£1.08m ,Serie A
Stephen Appiah,£900Th. ,Serie A
Panagiotis Tachtsidis,£315Th. ,Serie A
David Meza Colli,£135Th. ,Serie A
Luigi Piangerelli,£90Th. ,Serie A
Marco Parolo,£5.40m ,Serie A
Paolo Sammarco,£2.07m ,Serie A
Giuseppe Colucci,£855Th. ,Serie A
Fabio Caserta,£675Th. ,Serie A
Nicolás Gorobsov,£270Th. ,Serie A
Jusu Karvonen,£90Th. ,Serie A
Emanuele Giaccherini,£4.50m ,Serie A
Luis Jiménez,£4.50m ,Serie A
Gabriele Paonessa,£225Th. ,Serie A
Alessandro Rosina,£2.97m ,Serie A
Dominique Malonga,£1.26m ,Serie A
Igor Budan,£900Th. ,Serie A
Erjon Bogdani,£720Th. ,Serie A
Odion Ighalo,£450Th. ,Serie A
Roope Riski,£225Th. ,Serie A
Franco Chiavarini,£90Th. ,Serie A
Alejandro Rodríguez,£90Th. ,Serie A
Davide Sinigaglia,£90Th. ,Serie A
Daniele Ferri,£68Th. ,Serie A
Jean-François Gillet,£3.33m ,Serie A
Daniele Padelli,£90Th. ,Serie A
Mauro Boerchio,£90Th. ,Serie A
Pietro Perina,£68Th. ,Serie A
Andrea Masiello,£2.70m ,Serie A
Andrea Raggi,£1.35m ,Serie A
Marco Rossi,£1.17m ,Serie A
Kamil Glik,£1.08m ,Serie A
Nicola Belmonte,£720Th. ,Serie A
Michele Rinaldi,£360Th. ,Serie A
Luigi Monopoli,£90Th. ,Serie A
Vincenzo De Sario,£68Th. ,Serie A
Salvatore Masiello,£900Th. ,Serie A
Alessandro Parisi,£270Th. ,Serie A
Dario Cascione,£90Th. ,Serie A
Gianluca Galasso,£315Th. ,Serie A
Ernesto Dispoto,£68Th. ,Serie A
Massimo Donati,£1.80m ,Serie A
Alessandro Gazzi,£1.62m ,Serie A
Kamil Kopunek,£360Th. ,Serie A
Sergio Almirón,£2.52m ,Serie A
Nico Pulzetti,£1.44m ,Serie A
Simone Bentivoglio,£1.35m ,Serie A
Paul Codrea,£675Th. ,Serie A
Marco Crimi,£293Th. ,Serie A
Ivan Rajcic,£203Th. ,Serie A
Antonio Cilfone,£90Th. ,Serie A
Édgar Álvarez,£1.26m ,Serie A
Marco D'Alessandro,£765Th. ,Serie A
Antonino Di Leva,£68Th. ,Serie A
Erik Huseklepp,£1.89m ,Serie A
Nicola Strambelli,£270Th. ,Serie A
Antonio Langella,£90Th. ,Serie A
Emanuel Rivas,£1.80m ,Serie A
Jaime Romero,£675Th. ,Serie A
Filippo Antonelli Agomeri,£180Th. ,Serie A
Barreto,£6.30m ,Serie A
Abdelkader Ghezzal,£2.70m ,Serie A
Stefano Okaka,£2.61m ,Serie A
Gergely Rudolf,£2.52m ,Serie A
Vitali Kutuzov,£900Th. ,Serie A
Francesco Caputo,£540Th. ,Serie A
José Castillo,£315Th. ,Serie A
Rey Volpato,£135Th. ,Serie A
Francesco Grandolfo,£135Th. ,Serie A
Luigi Rana,£90Th. ,Serie A
Stefano Sorrentino,£2.70m ,Serie A
Marco Silvestri,£180Th. ,Serie A
Lorenzo Squizzi,£90Th. ,Serie A
Jacopo Coletta,£45Th. ,Serie A
Federico Serraiocco,£45Th. ,Serie A
Andrea Mantovani,£3.15m ,Serie A
Marco Andreolli,£2.70m ,Serie A
Bostjan Cesar,£1.80m ,Serie A
Santiago Morero,£855Th. ,Serie A
Rincón,£540Th. ,Serie A
Davide Mandelli,£360Th. ,Serie A
Marco Malagò,£158Th. ,Serie A
Nestor Djengoue,£68Th. ,Serie A
Bojan Jokic,£900Th. ,Serie A
Nicolas Frey,£1.17m ,Serie A
Gennaro Sardo,£630Th. ,Serie A
Gelson Fernandes,£3.78m ,Serie A
Kévin Constant,£4.95m ,Serie A
Luca Rigoni,£2.25m ,Serie A
Nico Pulzetti,£1.44m ,Serie A
Simone Bentivoglio,£1.35m ,Serie A
Roberto Guana,£1.08m ,Serie A
Andrea De Falco,£810Th. ,Serie A
Milos Dimitrijevic,£720Th. ,Serie A
Michele Marcolini,£360Th. ,Serie A
Francesco Dettori,£158Th. ,Serie A
Ledian Memushaj,£158Th. ,Serie A
Luca Ariatti,£135Th. ,Serie A
Luciano,£315Th. ,Serie A
Mariano Bogliacino,£1.62m ,Serie A
César Pinares,£68Th. ,Serie A
Radoslav Kirilov,£90Th. ,Serie A
Cyril Théréau,£1.08m ,Serie A
Diego Farias,£225Th. ,Serie A
Sergio Pellissier,£3.60m ,Serie A
Davide Moscardelli,£1.26m ,Serie A
Pablo Granoche,£1.17m ,Serie A
Fernando Uribe,£765Th. ,Serie A
Marcos De Paula,£540Th. ,Serie A
Domenico Girardi,£315Th. ,Serie A
Amadou Samb,£248Th. ,Serie A
Mirco Gasparetto,£113Th. ,Serie A
Junior Tallo,£68Th. ,Serie A
Michele Arcari,£810Th. ,Serie A
Nicola Leali,£765Th. ,Serie A
Matteo Sereni,£630Th. ,Serie A
Alessio Cragno,£270Th. ,Serie A
Michal Hrivnak,£45Th. ,Serie A
Jonathan Zebina,£900Th. ,Serie A
Víctor Mareco,£810Th. ,Serie A
Fabio Daprelà,£675Th. ,Serie A
Davide Zoboli,£630Th. ,Serie A
Marco Gorzegno,£450Th. ,Serie A
Sebastien De Maio,£360Th. ,Serie A
Gilberto Martínez,£270Th. ,Serie A
Francesco Bega,£180Th. ,Serie A
Frank Kamalu,£180Th. ,Serie A
Simone Dallamano,£1.44m ,Serie A
Pietro Accardi,£720Th. ,Serie A
Davide Ferrari,£45Th. ,Serie A
Marco Zambelli,£1.53m ,Serie A
Gaetano Berardi,£1.08m ,Serie A
Ádám Vass,£855Th. ,Serie A
Cristiano Zanetti,£630Th. ,Serie A
Alessandro Budel,£405Th. ,Serie A
Davide Baiocco,£90Th. ,Serie A
Panagiotis Kone,£1.44m ,Serie A
Perparim Hetemaj,£1.08m ,Serie A
Lorenzo Tassi,£900Th. ,Serie A
Nicolás Córdova,£360Th. ,Serie A
Luigi Scaglia,£315Th. ,Serie A
Nana Welbeck,£225Th. ,Serie A
Omar El Kaddouri,£90Th. ,Serie A
Richard Lasik,£90Th. ,Serie A
Antonio Filippini,£90Th. ,Serie A
Alessandro Diamanti,£3.60m ,Serie A
Harouna Bara, ,Serie A
Riccardo Taddei,£225Th. ,Serie A
Ã‰der,£3.78m ,Serie A
Juan Antonio,£90Th. ,Serie A
Andrea Caracciolo,£4.05m ,Serie A
Davide Lanzafame,£2.34m ,Serie A
Jonathas,£540Th. ,Serie A
Davide Possanzini,£360Th. ,Serie A
Róbert Feczesin,£315Th. ,Serie A
Edoardo Defendi,£90Th. ,Serie A
Emiliano Viviano,£10.80m ,Serie A
Cristiano Lupatelli,£270Th. ,Serie A
Giacomo Venturi,£90Th. ,Serie A
Filippo Lombardi,£90Th. ,Serie A
Miguel Britos,£3.15m ,Serie A
Vangelis Moras,£1.89m ,Serie A
Daniele Portanova,£1.26m ,Serie A
Nicolò Cherubin,£1.17m ,Serie A
Andrea Esposito,£990Th. ,Serie A
Nemanja Mitrovic,£90Th. ,Serie A
Andrea Ingegneri,£68Th. ,Serie A
Riccardo Regno,£45Th. ,Serie A
Matteo Rubin,£1.35m ,Serie A
Archimede Morleo,£630Th. ,Serie A
Juan Cruz,£68Th. ,Serie A
György Garics,£2.25m ,Serie A
Diego Pérez,£2.97m ,Serie A
Gaby Mudingayi,£2.97m ,Serie A
Albin Ekdal,£2.88m ,Serie A
Ivan Radovanovic,£720Th. ,Serie A
Francesco Della Rocca,£2.52m ,Serie A
Rene Krhin,£1.80m ,Serie A
Federico Casarini,£1.35m ,Serie A
Massimo Mutarelli,£360Th. ,Serie A
Andrea Pisanu,£450Th. ,Serie A
Bruno Montelongo,£405Th. ,Serie A
Antonio Buscè,£360Th. ,Serie A
Jacopo Mantovani,£135Th. ,Serie A
GastÃ³n RamÃ­rez,£7.65m ,Serie A
Nicola Capellini,£45Th. ,Serie A
Luca Siligardi,£900Th. ,Serie A
Riccardo Meggiorini,£2.25m ,Serie A
Marco Di Vaio,£2.70m ,Serie A
Henry Giménez,£1.35m ,Serie A
Daniele Paponi,£450Th. ,Serie A
Manuel Gavilán,£225Th. ,Serie A
Alessandro Elia,£45Th. ,Serie A
Marco Bernacci,- ,Serie A
Antonio Rosati,£2.52m ,Serie A
Massimiliano Benassi,£180Th. ,Serie A
Aniello Ambrosio,£68Th. ,Serie A
Davide Petrachi,£45Th. ,Serie A
Nenad Tomović,£1.62m ,Serie A
Fabiano Medina,£1.17m ,Serie A
Tore Reginiussen,£900Th. ,Serie A
Gustavo,£630Th. ,Serie A
Stefano Ferrario,£630Th. ,Serie A
Souleymane Diamoutene,£315Th. ,Serie A
Simone Sini,£270Th. ,Serie A
Luca Locci,£68Th. ,Serie A
Antonio Crescente,£45Th. ,Serie A
Petar Kostadinovic,£45Th. ,Serie A
Djamel Mesbah,£1.44m ,Serie A
Davide Brivio,£990Th. ,Serie A
Alberto Giuliatto,£360Th. ,Serie A
Leonardo Nunzella,£68Th. ,Serie A
Giulio Donati,£765Th. ,Serie A
Giuseppe Vives,£810Th. ,Serie A
Guillermo Giacomazzi,£720Th. ,Serie A
Gianni Munari,£2.25m ,Serie A
Rubén Olivera,£1.98m ,Serie A
Andrea Bertolacci,£1.35m ,Serie A
Carlos Grossmüller,£450Th. ,Serie A
Manuel Coppola,£360Th. ,Serie A
Andrea Rispoli,£900Th. ,Serie A
Mauro Giaracuni,£68Th. ,Serie A
Bryan Bergougnoux,£360Th. ,Serie A
Ignacio Piatti,£2.16m ,Serie A
Luigi Falcone,£135Th. ,Serie A
Jeda,£1.08m ,Serie A
Filippo Falco,£90Th. ,Serie A
Daniele Corvia,£2.07m ,Serie A
Javier Chevantón,£1.17m ,Serie A
Edward Ofere,£810Th. ,Serie A
David Di Michele,£540Th. ,Serie A
Víctor Valdés,£18.00m ,LaLiga
Rubén Miño,£1.08m ,LaLiga
Oier Olazábal,£810Th. ,LaLiga
José Manuel Pinto,£540Th. ,LaLiga
Gerard Piqué,£31.50m ,LaLiga
Carles Puyol,£18.00m ,LaLiga
Gabriel Milito,£7.20m ,LaLiga
Andreu Fontàs,£2.25m ,LaLiga
Marc Muniesa,£2.25m ,LaLiga
Marc Bartra,£1.35m ,LaLiga
Sergi Gómez,£450Th. ,LaLiga
Éric Abidal,£15.30m ,LaLiga
Adriano,£10.80m ,LaLiga
Maxwell,£9.00m ,LaLiga
Dani Alves,£31.50m ,LaLiga
Sergi Roberto,£1.35m ,LaLiga
Martín Montoya,£1.35m ,LaLiga
Sergio Busquets,£27.00m ,LaLiga
Javier Mascherano,£22.50m ,LaLiga
Oriol Romeu,£2.25m ,LaLiga
Andrés Iniesta,£54.00m ,LaLiga
Xavi,£45.00m ,LaLiga
Seydou Keita,£12.60m ,LaLiga
Thiago,£4.50m ,LaLiga
Jonathan dos Santos,£2.70m ,LaLiga
Ibrahim Afellay,£12.60m ,LaLiga
Jeffren,£2.70m ,LaLiga
Víctor Vázquez,£900Th. ,LaLiga
Nolito,£2.25m ,LaLiga
Gerard Deulofeu, ,LaLiga
Lionel Messi,£90.00m ,LaLiga
Pedro,£22.50m ,LaLiga
Bojan Krkic,£13.50m ,LaLiga
David Villa,£45.00m ,LaLiga
Zlatan Ibrahimovic,£31.50m ,LaLiga
Iker Casillas,£31.50m ,LaLiga
Antonio Adán,£450Th. ,LaLiga
Jerzy Dudek,£450Th. ,LaLiga
Jesús Fernández, ,LaLiga
Fernando Pacheco, ,LaLiga
Tomás Mejías, ,LaLiga
Sergio Ramos,£27.00m ,LaLiga
Pepe,£19.80m ,LaLiga
Raúl Albiol,£13.50m ,LaLiga
Ricardo Carvalho,£9.00m ,LaLiga
Ezequiel Garay,£9.00m ,LaLiga
David Mateos,£450Th. ,LaLiga
Nacho Fernández, ,LaLiga
Marcelo,£18.00m ,LaLiga
Juankar, ,LaLiga
Jorge Casado, ,LaLiga
Álvaro Arbeloa,£10.80m ,LaLiga
Juanfran,- ,LaLiga
Xabi Alonso,£31.50m ,LaLiga
Lassana Diarra,£16.20m ,LaLiga
Fernando Gago,£8.10m ,LaLiga
Mahamadou Diarra,£3.60m ,LaLiga
Mandi, ,LaLiga
Sami Khedira,£18.00m ,LaLiga
Esteban Granero,£6.30m ,LaLiga
Mesut Özil,£28.80m ,LaLiga
Kaká,£27.00m ,LaLiga
Sergio Canales,£5.40m ,LaLiga
Álex Fernández, ,LaLiga
Cristiano Ronaldo,£81.00m ,LaLiga
Ángel Di María,£22.50m ,LaLiga
Pedro León,£7.20m ,LaLiga
Pablo Sarabia, ,LaLiga
Gonzalo Higuaín,£34.20m ,LaLiga
Karim Benzema,£22.50m ,LaLiga
Emmanuel Adebayor,£15.30m ,LaLiga
Joselu,- ,LaLiga
Álvaro Morata, ,LaLiga
Javi Varas,£1.35m ,LaLiga
Andrés Palop,£900Th. ,LaLiga
Dani Jiménez, ,LaLiga
Martín Cáceres,£6.30m ,LaLiga
Sébastien Squillaci,£5.40m ,LaLiga
Alexis Ruano,£4.05m ,LaLiga
Sergio Sánchez,£3.60m ,LaLiga
Federico Fazio,£2.70m ,LaLiga
Julien Escudé,£2.70m ,LaLiga
Juan Cala,£1.35m ,LaLiga
Ivica Dragutinovic,£540Th. ,LaLiga
Bernardo Espinosa,- ,LaLiga
Fernando Navarro,£4.50m ,LaLiga
Antonio Luna,£450Th. ,LaLiga
Jesús Navas,£22.50m ,LaLiga
Mouhamadou Dabo,£4.50m ,LaLiga
Abdoulay Konko,£4.50m ,LaLiga
Didier Zokora,£9.00m ,LaLiga
Romaric,£4.50m ,LaLiga
Gary Medel,£4.50m ,LaLiga
Luca Cigarini,£4.05m ,LaLiga
Ivan Rakitic,£9.00m ,LaLiga
Tiberio Guarente,£4.95m ,LaLiga
Renato,£1.80m ,LaLiga
José Campaña, ,LaLiga
José Carlos,£900Th. ,LaLiga
Luis Alberto, ,LaLiga
Diego Perotti,£10.80m ,LaLiga
Diego Capel,£7.20m ,LaLiga
Alejandro Alfaro,£3.60m ,LaLiga
Lautaro Acosta,£900Th. ,LaLiga
Álvaro Negredo,£14.40m ,LaLiga
Frédéric Kanouté,£8.10m ,LaLiga
Luís Fabiano,£6.75m ,LaLiga
Arouna Koné,£1.80m ,LaLiga
Rodri,£450Th. ,LaLiga
David de Gea,£10.80m ,LaLiga
Joel Robles,£900Th. ,LaLiga
Iago Herrerín,- ,LaLiga
Diego Godín,£10.80m ,LaLiga
Álvaro Domínguez,£8.10m ,LaLiga
Tomas Ujfalusi,£3.15m ,LaLiga
Luis Perea,£2.70m ,LaLiga
Juanito,£810Th. ,LaLiga
Jorge Pulido, ,LaLiga
Filipe Luís,£8.10m ,LaLiga
Antonio López,£4.50m ,LaLiga
Juanfran,£7.20m ,LaLiga
Juan Valera,£1.80m ,LaLiga
Alberto Noguera, ,LaLiga
Paulo Assunção,£4.50m ,LaLiga
Mario Suárez,£3.60m ,LaLiga
Ignacio Camacho,£1.35m ,LaLiga
Tiago,£7.20m ,LaLiga
Elias,£6.30m ,LaLiga
Fran Mérida,£2.70m ,LaLiga
Koke,£900Th. ,LaLiga
José Manuel Jurado,£8.55m ,LaLiga
Simão,£8.10m ,LaLiga
Alberto Perea,£90Th. ,LaLiga
José Antonio Reyes,£10.80m ,LaLiga
Sergio Agüero,£32.40m ,LaLiga
Diego Forlán,£9.00m ,LaLiga
Raúl García,£5.40m ,LaLiga
Diego Costa,£4.05m ,LaLiga
Borja Bastón, ,LaLiga
Vicente Guaita,£2.25m ,LaLiga
César Sánchez,£900Th. ,LaLiga
Miguel Ángel Moyá,£900Th. ,LaLiga
Saúl Figueroa, ,LaLiga
Jérémy Mathieu,£8.10m ,LaLiga
David Navarro,£3.60m ,LaLiga
Ángel Dealbert,£3.60m ,LaLiga
Ricardo Costa,£3.60m ,LaLiga
Marius Stankevicius,£2.25m ,LaLiga
Jordi Alba,£5.40m ,LaLiga
Miguel,£5.40m ,LaLiga
Bruno,£3.60m ,LaLiga
Mehmet Topal,£6.75m ,LaLiga
Hedwiges Maduro,£5.40m ,LaLiga
David Albelda,£2.25m ,LaLiga
Éver Banega,£10.80m ,LaLiga
Tino Costa,£6.75m ,LaLiga
Ángel Montoro,- ,LaLiga
Iván Rubio, ,LaLiga
Juan Mata,£22.50m ,LaLiga
Pablo Hernández,£11.70m ,LaLiga
Manuel Fernandes,£7.20m ,LaLiga
Alejandro Domínguez,£4.95m ,LaLiga
Ignacio González,£540Th. ,LaLiga
Isco, ,LaLiga
Vicente,£4.50m ,LaLiga
Joaquín,£9.00m ,LaLiga
Sofiane Feghouli,£2.70m ,LaLiga
Jonas,£5.40m ,LaLiga
Roberto Soldado,£10.80m ,LaLiga
Aritz Aduriz,£8.10m ,LaLiga
Paco Alcácer, ,LaLiga
Diego López,£10.80m ,LaLiga
Juan Carlos,£900Th. ,LaLiga
Diego Mariño,£630Th. ,LaLiga
Xavier Oliva,£360Th. ,LaLiga
Gonzalo Rodríguez,£8.10m ,LaLiga
Carlos Marchena,£6.30m ,LaLiga
Mateo Musacchio,£4.50m ,LaLiga
José Manuel Catalá,£1.35m ,LaLiga
Kiko Olivas,£1.08m ,LaLiga
Carlos Tomás,£540Th. ,LaLiga
Joan Capdevila,£6.30m ,LaLiga
Joan Oriol,£1.08m ,LaLiga
Ángel López,£3.60m ,LaLiga
Mario Gaspar,£2.25m ,LaLiga
Cicinho,£1.35m ,LaLiga
Bruno Soriano,£8.10m ,LaLiga
Marcos Senna,£2.70m ,LaLiga
Santi Cazorla,£16.20m ,LaLiga
Borja Valero,£10.80m ,LaLiga
Mubarak Wakaso,£1.80m ,LaLiga
Javier Matilla,£1.35m ,LaLiga
Marcos Gullón,£1.35m ,LaLiga
Cristóbal Márquez,£1.08m ,LaLiga
Natxo Insa,£900Th. ,LaLiga
Cani,£7.20m ,LaLiga
Gonzalo Castellani,£270Th. ,LaLiga
Jefferson Montero,£2.70m ,LaLiga
Iago Falque,£1.80m ,LaLiga
Hernán Pérez,£900Th. ,LaLiga
Giuseppe Rossi,£22.50m ,LaLiga
Nilmar,£18.00m ,LaLiga
Marco Ruben,£3.15m ,LaLiga
Jozy Altidore,£1.98m ,LaLiga
Nicki Bille Nielsen,£1.62m ,LaLiga
Gorka Iraizoz,£3.60m ,LaLiga
Raúl Fernández,£540Th. ,LaLiga
Aitor Fernández,- ,LaLiga
Fernando Amorebieta,£7.20m ,LaLiga
Carlos Gurpegi,£2.70m ,LaLiga
Jon Aurtenetxe,£2.70m ,LaLiga
Ustaritz,£1.80m ,LaLiga
Borja Ekiza,£1.35m ,LaLiga
Aitor Ocio,£450Th. ,LaLiga
Koikili,£1.80m ,LaLiga
Mikel Balenziaga,£900Th. ,LaLiga
Xabier Castillo,£900Th. ,LaLiga
Andoni Iraola,£8.10m ,LaLiga
Óscar de Marcos,£1.80m ,LaLiga
Javi Martínez,£18.00m ,LaLiga
Mikel San José,£4.50m ,LaLiga
Pablo Orbaiz,£2.25m ,LaLiga
Ander Iturraspe,£1.80m ,LaLiga
David López,£2.25m ,LaLiga
Iñigo Pérez,£450Th. ,LaLiga
Igor Gabilondo,£2.25m ,LaLiga
Igor Martínez,£1.35m ,LaLiga
Iker Muniain,£5.40m ,LaLiga
Markel Susaeta,£5.40m ,LaLiga
Gaizka Toquero,£3.15m ,LaLiga
Ibai Gómez,- ,LaLiga
Fernando Llorente,£18.00m ,LaLiga
Iñigo Díaz de Cerio,£1.08m ,LaLiga
Ion Vélez,£720Th. ,LaLiga
Urko Vera,£360Th. ,LaLiga
Sergio Asenjo,£4.50m ,LaLiga
Willy Caballero,£1.44m ,LaLiga
Rubén Martínez,£1.08m ,LaLiga
Galatto,£900Th. ,LaLiga
Francesc Arnau,£270Th. ,LaLiga
Fran Marmolejo, ,LaLiga
Martín Demichelis,£4.50m ,LaLiga
Weligton,£2.25m ,LaLiga
Kris Stadsgaard,£1.35m ,LaLiga
Hélder Rosário,£1.26m ,LaLiga
Manu Torres,£900Th. ,LaLiga
Iván González,£900Th. ,LaLiga
Javier Malagueño,£900Th. ,LaLiga
Eliseu,£2.70m ,LaLiga
Patrick Mtiliga,£1.35m ,LaLiga
Jesús Gámez,£4.50m ,LaLiga
Manolo Gaspar,£720Th. ,LaLiga
Sandro Silva,£1.80m ,LaLiga
Juanito,£1.80m ,LaLiga
Ignacio Camacho,£1.35m ,LaLiga
Apoño,£2.25m ,LaLiga
Enzo Maresca,£1.80m ,LaLiga
Recio,£900Th. ,LaLiga
Edu Ramos,- ,LaLiga
Cala, ,LaLiga
Duda,£5.40m ,LaLiga
Júlio Baptista,£4.50m ,LaLiga
Fernando,£1.80m ,LaLiga
Quincy Owusu-Abeyie,£1.80m ,LaLiga
Albert Luque,- ,LaLiga
Juanmi,£900Th. ,LaLiga
Francisco Portillo,£540Th. ,LaLiga
Sebastián Fernández,£2.88m ,LaLiga
Salomón Rondón,£4.50m ,LaLiga
Nabil Baha,£1.35m ,LaLiga
Edinho,£1.35m ,LaLiga
Jonathan Sánchez, ,LaLiga
Daniel Aranzubia,£3.60m ,LaLiga
Manu Fernández,£630Th. ,LaLiga
Felipe Ramos,£270Th. ,LaLiga
Alberto Lopo,£3.60m ,LaLiga
Diego Colotto,£3.60m ,LaLiga
Zé Castro,£1.80m ,LaLiga
Aythami Artiles,£1.80m ,LaLiga
David Rochela, ,LaLiga
Claudio Morel,£1.08m ,LaLiga
Knut Olav Rindaröy,£1.08m ,LaLiga
Manuel Pablo,£1.35m ,LaLiga
Diego Seoane,£900Th. ,LaLiga
Laure,£810Th. ,LaLiga
Juan Rodríguez,£3.15m ,LaLiga
Juca,£2.52m ,LaLiga
Rubén Pérez,£2.25m ,LaLiga
Juan Domínguez,£900Th. ,LaLiga
Andrés Guardado,£4.50m ,LaLiga
Antonio Tomás,£1.80m ,LaLiga
Míchel Herrero,£1.35m ,LaLiga
Saúl,£1.98m ,LaLiga
Juan Carlos Valerón,£720Th. ,LaLiga
Yves Desmarets,£2.52m ,LaLiga
Javito,£1.80m ,LaLiga
Pablo Álvarez,£1.62m ,LaLiga
Jonathan Urretaviscaya,£1.35m ,LaLiga
Adrián López,£3.15m ,LaLiga
Riki,£2.70m ,LaLiga
José Sand,£1.80m ,LaLiga
Lassad Nouioui,£1.35m ,LaLiga
Xisco,£1.35m ,LaLiga
Dioni, ,LaLiga
Iago Beceiro, ,LaLiga
Óscar Ustari,£1.62m ,LaLiga
Jordi Codina,£1.62m ,LaLiga
Gonzalo, ,LaLiga
Cata Díaz,£3.60m ,LaLiga
Iván Marcano,£3.60m ,LaLiga
Rafa López,£2.52m ,LaLiga
Mario Abrante,£1.35m ,LaLiga
Ibrahim Kas,£810Th. ,LaLiga
Pedro Alcalá,- ,LaLiga
Álex Pérez, ,LaLiga
Mané,£3.60m ,LaLiga
Adrián Cañas, ,LaLiga
Miguel Torres,£2.70m ,LaLiga
Pablo Pintos,£1.35m ,LaLiga
Derek Boateng,£2.25m ,LaLiga
Borja Fernández,£1.80m ,LaLiga
Javier Casquero,£1.35m ,LaLiga
Alberto Escassi, ,LaLiga
Dani Parejo,£7.20m ,LaLiga
Víctor Sánchez,£900Th. ,LaLiga
Pedro Mosquera,£630Th. ,LaLiga
Juan Albín,£2.25m ,LaLiga
Jaime Gavilán,£2.34m ,LaLiga
Pedro Ríos,£2.70m ,LaLiga
Adrián Sardinero,£270Th. ,LaLiga
Manu del Moral,£4.95m ,LaLiga
Adrián Colunga,£4.05m ,LaLiga
Miku Fedor,£3.15m ,LaLiga
Javier Arizmendi,£3.15m ,LaLiga
Leo Franco,£2.25m ,LaLiga
Toni Doblas,£450Th. ,LaLiga
Álex Sánchez, ,LaLiga
Pablo Alcolea, ,LaLiga
Matteo Contini,£2.52m ,LaLiga
Paulo da Silva,£1.80m ,LaLiga
Jiri Jarosik,£1.62m ,LaLiga
Maurizio Lanzaro,£900Th. ,LaLiga
Ádám Pintér,£900Th. ,LaLiga
Víctor Laguardia,£450Th. ,LaLiga
Raúl Goni,- ,LaLiga
Ivan Obradovic,£2.25m ,LaLiga
Javier Paredes,£1.26m ,LaLiga
Isma López,- ,LaLiga
Carlos Diogo,£2.25m ,LaLiga
Kevin Lacruz,£630Th. ,LaLiga
José Ruiz, ,LaLiga
Gabi,£2.70m ,LaLiga
Leonardo Ponzio,£2.70m ,LaLiga
Guirane N'Daw,£2.25m ,LaLiga
Edmílson,£720Th. ,LaLiga
Ander Herrera,£6.75m ,LaLiga
Saïd Boutahar,£1.35m ,LaLiga
Nicolás Bertolo,£2.70m ,LaLiga
Ángel Lafita,£2.52m ,LaLiga
Jorge López,£1.80m ,LaLiga
Florent Sinama-Pongolle,£3.15m ,LaLiga
Ikechukwu Uche,£4.50m ,LaLiga
Marco Pérez,£1.80m ,LaLiga
Braulio Nóbrega,£1.08m ,LaLiga
Asier Riesgo,£900Th. ,LaLiga
Ricardo,£450Th. ,LaLiga
Nacho Zabal,£90Th. ,LaLiga
Miguel Flaño,£4.50m ,LaLiga
Sergio,£900Th. ,LaLiga
Josetxo,£630Th. ,LaLiga
Ekhi Senar, ,LaLiga
Nacho Monreal,£6.30m ,LaLiga
Juanfran,£7.20m ,LaLiga
Nélson,£2.70m ,LaLiga
Damià,£2.25m ,LaLiga
Javad Nekounam,£3.15m ,LaLiga
Lolo,£1.35m ,LaLiga
Patxi Puñal,£900Th. ,LaLiga
Oier,£360Th. ,LaLiga
David Timor, ,LaLiga
Rúper,£1.80m ,LaLiga
Krisztián Vadócz,£1.35m ,LaLiga
Javier Calleja,£810Th. ,LaLiga
Fernando Soriano,£2.70m ,LaLiga
Masoud Shojaei,£1.80m ,LaLiga
Xavier Annunziata, ,LaLiga
Javier Camuñas,£2.52m ,LaLiga
Álvaro Cejudo,£1.35m ,LaLiga
Carlos Aranda,£2.25m ,LaLiga
Dejan Lekic,£2.25m ,LaLiga
Wálter Pandiani,£1.35m ,LaLiga
Coro,£1.35m ,LaLiga
Kike Sola,£900Th. ,LaLiga
Diego Alves,£10.80m ,LaLiga
Esteban,£450Th. ,LaLiga
Diego García, ,LaLiga
Hernán Pellerano,£3.15m ,LaLiga
Carlos García,£2.25m ,LaLiga
Michael Jakobsen,£1.80m ,LaLiga
Marcelo Silva,£900Th. ,LaLiga
Santiago Acasiete,£630Th. ,LaLiga
Baltasar Rigo,£270Th. ,LaLiga
Antonio Luna,£450Th. ,LaLiga
Juanma Ortiz,£3.15m ,LaLiga
Míchel,£1.80m ,LaLiga
Lillo Castellano,£360Th. ,LaLiga
Hernán Bernardello,£3.60m ,LaLiga
Modeste M'Bami,£3.15m ,LaLiga
Juanito,£1.80m ,LaLiga
FabiÃ¡n Vargas,£2.70m ,LaLiga
Corona,£1.80m ,LaLiga
Miguel Ángel Luque,£270Th. ,LaLiga
Diego Váleri,£1.80m ,LaLiga
Cristóbal Gil, ,LaLiga
Pablo Piatti,£8.10m ,LaLiga
Albert Crusat,£3.60m ,LaLiga
Miguel Ángel Nieto,£360Th. ,LaLiga
Sofiane Feghouli,£2.70m ,LaLiga
José Ortiz,£900Th. ,LaLiga
Jonathan Zongo, ,LaLiga
Kalu Uche,£4.50m ,LaLiga
