name,Market Value,age,height,position,foot,current club,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
Konstantinos Mitroglou,£9.00m ,32.0,188.0,Forward - Centre-Forward,both,Olympique Marseille,39.0,19.0,3.0,3163.0,42.0,20.0,6.0,2241.0,24.0,19.0,3.0,1685.0,34.0,19.0,1.0,2618.0,45.0,25.0,6.0,3009.0,43.0,27.0,4.0,3224.0,30.0,13.0,1.0,1565.0,29.0,5.0,1.0,1130.0,18.0,3.0,0.0,348.0,,,,,Ligue 1
Valère Germain,£9.00m ,30.0,180.0,Forward - Centre-Forward,right,Olympique Marseille,36.0,8.0,2.0,2324.0,37.0,14.0,9.0,2956.0,26.0,5.0,3.0,1470.0,37.0,5.0,1.0,1189.0,40.0,14.0,6.0,3248.0,60.0,17.0,5.0,3522.0,55.0,18.0,6.0,3500.0,42.0,8.0,2.0,2550.0,30.0,2.0,5.0,1786.0,6.0,1.0,0.0,78.0,Ligue 1
Walter Benítez,£3.15m ,27.0,191.0,Goalkeeper,right,OGC Nice,,,,,0.0,0.0,0.0,0.0,6.0,7.0,3.0,540.0,35.0,42.0,12.0,3060.0,7.0,15.0,1.0,630.0,6.0,7.0,2.0,484.0,33.0,44.0,7.0,2970.0,38.0,35.0,17.0,3450.0,29.0,39.0,5.0,2610.0,7.0,9.0,2.0,630.0,Ligue 1
Yoan Cardinale,£2.70m ,26.0,181.0,Goalkeeper,right,OGC Nice,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,9.0,2427.0,41.0,45.0,13.0,3656.0,20.0,30.0,4.0,1800.0,3.0,6.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ligue 1
Simon Pouplin,£450Th. ,35.0,187.0,Goalkeeper,left,Retired,,,,,35.0,50.0,8.0,3156.0,18.0,34.0,3.0,1620.0,9.0,14.0,2.0,811.0,1.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Ligue 1
Yannis Clementia, ,23.0,188.0,Goalkeeper,right,Without Club,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,90.0,2.0,7.0,0.0,180.0,3.0,5.0,0.0,270.0,,,,,Ligue 1
Malang Sarr,£13.50m ,21.0,182.0,Defender - Centre-Back,left,FC Porto,,,,,,,,,,,,,,,,,,,,,32.0,1.0,2.0,2658.0,29.0,0.0,0.0,1985.0,38.0,1.0,1.0,3294.0,20.0,1.0,0.0,1541.0,,,,,Ligue 1
Marlon,£5.40m ,25.0,182.0,Defender - Centre-Back,right,US Sassuolo,,,,,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1578.0,24.0,0.0,1.0,1951.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2303.0,27.0,0.0,0.0,2159.0,18.0,1.0,0.0,1510.0,23.0,0.0,0.0,1818.0,0.0,0.0,0.0,0.0,Ligue 1
Maxime Le Marchand,£3.60m ,31.0,185.0,Defender - Centre-Back,left,Fulham FC,22.0,1.0,0.0,1479.0,32.0,0.0,0.0,2838.0,32.0,2.0,0.0,2528.0,34.0,1.0,0.0,2928.0,27.0,1.0,0.0,2317.0,13.0,1.0,0.0,973.0,41.0,0.0,3.0,3570.0,29.0,0.0,1.0,2452.0,15.0,0.0,0.0,398.0,4.0,0.0,0.0,302.0,Ligue 1
Olivier Boscagli,£1.80m ,22.0,181.0,Defender - Centre-Back,left,PSV Eindhoven,,,,,,,,,,,,,2.0,0.0,0.0,174.0,13.0,1.0,0.0,931.0,4.0,0.0,0.0,311.0,31.0,0.0,3.0,2535.0,15.0,0.0,1.0,908.0,18.0,0.0,0.0,1205.0,7.0,0.0,0.0,552.0,Ligue 1
Dante,£1.35m ,37.0,188.0,Defender - Centre-Back,left,OGC Nice,38.0,0.0,0.0,3510.0,45.0,1.0,3.0,3997.0,47.0,4.0,5.0,3988.0,39.0,0.0,0.0,2838.0,35.0,1.0,0.0,2998.0,39.0,0.0,3.0,3510.0,48.0,2.0,1.0,4270.0,37.0,1.0,1.0,3347.0,25.0,1.0,1.0,2250.0,7.0,2.0,0.0,630.0,Ligue 1
Gautier Lloris,£135Th. ,25.0,191.0,Defender - Centre-Back,left,AJ Auxerre,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1211.0,,,,,3.0,0.0,0.0,270.0,2.0,0.0,0.0,180.0,Ligue 1
Andy Pelmard, ,20.0,179.0,Defender - Centre-Back,right,OGC Nice,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,90.0,7.0,0.0,0.0,491.0,11.0,0.0,0.0,788.0,6.0,0.0,0.0,462.0,Ligue 1
Dalbert,£10.80m ,27.0,181.0,Defender - Left-Back,left,Stade Rennais FC,,,,,,,,,4.0,0.0,0.0,252.0,41.0,2.0,3.0,3482.0,36.0,0.0,1.0,2867.0,38.0,0.0,3.0,3258.0,16.0,0.0,0.0,682.0,12.0,1.0,1.0,900.0,34.0,0.0,9.0,2751.0,1.0,0.0,0.0,90.0,Ligue 1
Racine Coly,£2.25m ,24.0,185.0,Defender - Left-Back,left,OGC Nice,,,,,,,,,7.0,0.0,0.0,495.0,25.0,0.0,5.0,1553.0,36.0,0.0,2.0,3235.0,36.0,5.0,3.0,3087.0,12.0,0.0,0.0,1045.0,11.0,0.0,1.0,629.0,27.0,1.0,2.0,1690.0,,,,,Ligue 1
Romain Perraud,£135Th. ,23.0,173.0,Defender - Left-Back,left,Stade Brest 29,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,90.0,4.0,0.0,0.0,182.0,33.0,5.0,1.0,2970.0,24.0,0.0,1.0,2059.0,6.0,2.0,2.0,540.0,Ligue 1
Arnaud Souquet,£4.05m ,28.0,179.0,Defender - Right-Back,right,Montpellier HSC,11.0,0.0,0.0,725.0,14.0,0.0,1.0,903.0,,,,,24.0,0.0,0.0,2035.0,31.0,0.0,4.0,2541.0,31.0,1.0,5.0,2768.0,39.0,1.0,4.0,3299.0,36.0,0.0,3.0,3090.0,28.0,2.0,2.0,2315.0,6.0,1.0,0.0,480.0,Ligue 1
Patrick Burner,£1.80m ,24.0,170.0,Defender - Right-Back,right,Nîmes Olympique,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,447.0,23.0,0.0,0.0,1527.0,21.0,0.0,0.0,1702.0,22.0,1.0,1.0,1612.0,4.0,0.0,0.0,203.0,Ligue 1
Christophe Jallet,£450Th. ,36.0,178.0,Defender - Right-Back,right,Retired,44.0,3.0,4.0,3120.0,41.0,0.0,5.0,2903.0,18.0,0.0,0.0,1534.0,38.0,1.0,4.0,3420.0,32.0,2.0,6.0,2439.0,22.0,1.0,5.0,1778.0,22.0,0.0,0.0,1801.0,17.0,1.0,0.0,1185.0,13.0,1.0,2.0,945.0,,,,,Ligue 1
Nampalys Mendy,£4.50m ,28.0,167.0,Midfielder - Defensive Midfield,right,Leicester City,29.0,0.0,0.0,1652.0,36.0,0.0,0.0,3156.0,43.0,0.0,2.0,3767.0,38.0,0.0,0.0,3429.0,40.0,1.0,2.0,3602.0,9.0,0.0,0.0,658.0,21.0,0.0,1.0,1382.0,32.0,0.0,0.0,2117.0,8.0,0.0,0.0,368.0,5.0,0.0,1.0,437.0,Ligue 1
Adrien Tamèze,£3.60m ,26.0,180.0,Midfielder - Defensive Midfield,right,Hellas Verona,,,,,2.0,0.0,0.0,56.0,,,,,,,,,23.0,1.0,0.0,1649.0,36.0,0.0,1.0,2842.0,37.0,1.0,1.0,2166.0,40.0,0.0,5.0,3250.0,18.0,1.0,0.0,788.0,4.0,0.0,0.0,327.0,Ligue 1
Albert Rafetraniaina,£720Th. ,24.0,176.0,Midfielder - Defensive Midfield,right,Without Club,,,,,2.0,0.0,0.0,32.0,4.0,0.0,0.0,135.0,21.0,0.0,0.0,980.0,4.0,0.0,0.0,69.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,45.0,,,,,30.0,0.0,1.0,2003.0,,,,,Ligue 1
Jean Michaël Seri,£27.00m ,29.0,170.0,Midfielder - Central Midfield,right,Fulham FC,,,,,19.0,1.0,1.0,1484.0,34.0,2.0,3.0,2360.0,35.0,1.0,4.0,3038.0,41.0,3.0,5.0,3377.0,39.0,7.0,10.0,3342.0,43.0,2.0,10.0,3640.0,34.0,1.0,3.0,2430.0,37.0,2.0,4.0,2900.0,2.0,0.0,0.0,118.0,Ligue 1
Wylan Cyprien,£9.00m ,25.0,180.0,Midfielder - Central Midfield,right,Parma Calcio 1913,,,,,15.0,0.0,0.0,1100.0,27.0,1.0,3.0,1806.0,35.0,2.0,2.0,2346.0,35.0,7.0,1.0,2797.0,34.0,9.0,3.0,2731.0,21.0,2.0,2.0,1235.0,30.0,4.0,2.0,2454.0,24.0,8.0,5.0,2089.0,1.0,0.0,0.0,26.0,Ligue 1
Pierre Lees Melou,£7.20m ,27.0,185.0,Midfielder - Central Midfield,right,OGC Nice,,,,,,,,,,,,,,,,,17.0,2.0,1.0,724.0,34.0,7.0,3.0,2637.0,47.0,5.0,7.0,3861.0,31.0,2.0,1.0,2513.0,29.0,6.0,6.0,2453.0,7.0,1.0,1.0,630.0,Ligue 1
Vincent Koziello,£3.60m ,24.0,168.0,Midfielder - Central Midfield,right,CD Nacional,,,,,,,,,,,,,8.0,0.0,0.0,378.0,37.0,3.0,7.0,2847.0,34.0,1.0,1.0,2248.0,35.0,1.0,0.0,2227.0,15.0,1.0,1.0,626.0,8.0,0.0,0.0,638.0,3.0,0.0,0.0,197.0,Ligue 1
Rémi Walter,£2.70m ,25.0,174.0,Midfielder - Central Midfield,left,Without Club,,,,,0.0,0.0,0.0,0.0,30.0,3.0,1.0,1740.0,33.0,0.0,1.0,2733.0,25.0,0.0,0.0,1240.0,26.0,0.0,1.0,1591.0,27.0,1.0,1.0,1931.0,22.0,4.0,0.0,1126.0,10.0,0.0,1.0,436.0,,,,,Ligue 1
Jean-Victor Makengo,£2.25m ,22.0,177.0,Midfielder - Central Midfield,left,Udinese Calcio,,,,,,,,,,,,,,,,,11.0,0.0,0.0,446.0,20.0,2.0,0.0,1126.0,9.0,0.0,0.0,505.0,27.0,1.0,0.0,1053.0,22.0,2.0,1.0,1257.0,1.0,0.0,0.0,23.0,Ligue 1
Arnaud Lusamba,£1.80m ,23.0,180.0,Midfielder - Central Midfield,right,Without Club,,,,,,,,,,,,,32.0,5.0,2.0,1973.0,21.0,5.0,2.0,1473.0,9.0,0.0,1.0,442.0,7.0,0.0,1.0,283.0,25.0,0.0,1.0,2118.0,15.0,1.0,2.0,984.0,,,,,Ligue 1
Valentin Eysseric,£4.50m ,28.0,181.0,Midfielder - Attacking Midfield,right,ACF Fiorentina,18.0,1.0,4.0,1255.0,30.0,9.0,2.0,2278.0,33.0,3.0,3.0,2412.0,38.0,2.0,5.0,2511.0,40.0,8.0,7.0,2555.0,33.0,4.0,8.0,2308.0,26.0,1.0,1.0,1020.0,15.0,1.0,3.0,655.0,10.0,0.0,0.0,469.0,,,,,Ligue 1
Wesley Sneijder,£3.60m ,36.0,170.0,Midfielder - Attacking Midfield,both,Retired,28.0,5.0,6.0,1955.0,24.0,6.0,4.0,1601.0,42.0,17.0,9.0,3381.0,44.0,14.0,7.0,3643.0,40.0,5.0,10.0,3197.0,33.0,5.0,17.0,2359.0,24.0,10.0,6.0,1950.0,11.0,6.0,1.0,832.0,,,,,,,,,Ligue 1
Ihsan Sacko,£1.80m ,23.0,183.0,Midfielder - Attacking Midfield,right,Cosenza Calcio,,,,,,,,,,,,,,,,,11.0,1.0,0.0,383.0,20.0,4.0,0.0,981.0,28.0,0.0,2.0,1117.0,14.0,1.0,1.0,480.0,19.0,3.0,0.0,819.0,3.0,0.0,0.0,89.0,Ligue 1
Allan Saint-Maximin,£18.00m ,23.0,173.0,Forward - Left Winger,right,Newcastle United,,,,,,,,,5.0,0.0,0.0,107.0,12.0,0.0,2.0,530.0,18.0,1.0,0.0,547.0,36.0,3.0,3.0,2842.0,40.0,5.0,9.0,2988.0,36.0,6.0,5.0,3046.0,30.0,4.0,7.0,2182.0,5.0,1.0,1.0,288.0,Ligue 1
Vincent Marcel,£540Th. ,23.0,180.0,Forward - Left Winger,left,Vitória Guimarães SC B,,,,,,,,,,,,,,,,,,,,,10.0,0.0,0.0,441.0,6.0,1.0,0.0,181.0,8.0,0.0,0.0,315.0,1.0,1.0,0.0,80.0,,,,,Ligue 1
Bassem Srarfi,£2.70m ,23.0,176.0,Forward - Right Winger,left,SV Zulte Waregem,,,,,,,,,,,,,,,,,23.0,3.0,3.0,1651.0,16.0,4.0,2.0,647.0,35.0,3.0,1.0,1329.0,25.0,1.0,2.0,968.0,8.0,0.0,0.0,271.0,7.0,0.0,1.0,322.0,Ligue 1
Hicham Mahou, ,21.0,180.0,Forward - Right Winger,right,OGC Nice B,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,43.0,5.0,0.0,0.0,149.0,3.0,2.0,0.0,208.0,4.0,0.0,0.0,102.0,,,,,Ligue 1
Mario Balotelli,£21.60m ,30.0,189.0,Forward - Centre-Forward,right,Without Club,32.0,17.0,2.0,1881.0,33.0,15.0,3.0,1964.0,41.0,18.0,8.0,3161.0,28.0,4.0,0.0,1510.0,23.0,3.0,1.0,994.0,28.0,17.0,0.0,2106.0,38.0,26.0,2.0,3043.0,25.0,8.0,1.0,1699.0,19.0,5.0,0.0,1409.0,,,,,Ligue 1
Alassane Plea,£16.20m ,27.0,181.0,Forward - Centre-Forward,right,Borussia Mönchengladbach,0.0,0.0,0.0,0.0,3.0,0.0,0.0,91.0,25.0,4.0,1.0,1529.0,35.0,3.0,9.0,2603.0,19.0,6.0,4.0,1412.0,32.0,14.0,3.0,2328.0,49.0,21.0,7.0,4083.0,35.0,15.0,4.0,2598.0,33.0,10.0,11.0,2452.0,3.0,1.0,0.0,196.0,Ligue 1
Mickaël Le Bihan,£810Th. ,30.0,184.0,Forward - Centre-Forward,right,AJ Auxerre,16.0,1.0,0.0,604.0,39.0,9.0,2.0,2642.0,33.0,9.0,0.0,2364.0,37.0,18.0,1.0,2992.0,5.0,1.0,1.0,304.0,10.0,3.0,1.0,298.0,7.0,0.0,0.0,99.0,5.0,1.0,0.0,202.0,20.0,5.0,3.0,1416.0,5.0,4.0,0.0,402.0,Ligue 1
Lamine Diaby-Fadiga, ,19.0,188.0,Forward - Centre-Forward,left,Paris FC,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,24.0,7.0,0.0,0.0,175.0,13.0,2.0,0.0,535.0,1.0,0.0,0.0,11.0,Ligue 1
Ignatius Ganago, ,21.0,179.0,Forward - Centre-Forward,right,RC Lens,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,214.0,23.0,3.0,0.0,1141.0,29.0,4.0,1.0,1446.0,6.0,4.0,2.0,309.0,Ligue 1
Anthony Lopes,£18.00m ,30.0,184.0,Goalkeeper,left,Olympique Lyon,1.0,0.0,1.0,90.0,7.0,6.0,3.0,630.0,49.0,52.0,18.0,4352.0,45.0,43.0,17.0,4080.0,47.0,57.0,16.0,4230.0,54.0,69.0,17.0,4920.0,48.0,51.0,18.0,4320.0,47.0,60.0,12.0,4174.0,41.0,47.0,13.0,3720.0,7.0,7.0,2.0,630.0,Ligue 1
Mathieu Gorgelin,£900Th. ,30.0,187.0,Goalkeeper,left,AC Le Havre,8.0,20.0,2.0,720.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,238.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,270.0,2.0,4.0,0.0,210.0,5.0,10.0,1.0,450.0,10.0,15.0,1.0,866.0,29.0,28.0,10.0,2610.0,7.0,8.0,2.0,630.0,Ligue 1
Lucas Mocio,£135Th. ,26.0,197.0,Goalkeeper,left,Annecy FC,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,2.0,3.0,0.0,180.0,3.0,2.0,1.0,270.0,Ligue 1
Dorian Grange,£135Th. ,24.0,184.0,Goalkeeper,right,Without Club,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,3.0,1.0,270.0,,,,,,,,,Ligue 1
Anthony Racioppi, ,21.0,189.0,Goalkeeper,right,Dijon FCO,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.0,7.0,2.0,540.0,0.0,0.0,0.0,0.0,13.0,18.0,4.0,1170.0,13.0,17.0,4.0,1170.0,0.0,0.0,0.0,0.0,Ligue 1
Mouctar Diakhaby,£9.00m ,23.0,192.0,Defender - Centre-Back,right,Valencia CF,,,,,,,,,,,,,,,,,6.0,0.0,0.0,540.0,34.0,5.0,2.0,3040.0,21.0,2.0,0.0,1490.0,38.0,3.0,0.0,2841.0,29.0,0.0,0.0,2048.0,6.0,0.0,0.0,523.0,Ligue 1
Marcelo,£8.10m ,33.0,191.0,Defender - Centre-Back,right,Olympique Lyon,49.0,3.0,1.0,4234.0,44.0,2.0,0.0,3929.0,26.0,0.0,0.0,2219.0,35.0,2.0,2.0,3100.0,35.0,3.0,1.0,3123.0,45.0,3.0,0.0,4044.0,49.0,5.0,1.0,4367.0,46.0,0.0,1.0,4050.0,33.0,0.0,0.0,2759.0,7.0,0.0,0.0,625.0,Ligue 1
Mapou Yanga-Mbiwa,£2.70m ,31.0,184.0,Defender - Centre-Back,right,Without Club,38.0,1.0,1.0,3440.0,46.0,0.0,0.0,3946.0,26.0,0.0,0.0,1797.0,38.0,1.0,1.0,2914.0,35.0,2.0,0.0,3027.0,34.0,0.0,0.0,2865.0,3.0,0.0,0.0,217.0,5.0,0.0,0.0,378.0,2.0,0.0,0.0,180.0,,,,,Ligue 1
Oumar Solet,£900Th. ,20.0,192.0,Defender - Centre-Back,right,Red Bull Salzburg,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,1076.0,27.0,1.0,0.0,2400.0,10.0,1.0,0.0,731.0,0.0,0.0,0.0,0.0,Ligue 1
Jérémy Morel,£225Th. ,36.0,172.0,Defender - Centre-Back,left,FC Lorient,49.0,1.0,3.0,4092.0,46.0,1.0,2.0,4133.0,26.0,0.0,1.0,2146.0,32.0,1.0,1.0,2799.0,40.0,0.0,1.0,3308.0,44.0,1.0,4.0,3938.0,41.0,0.0,0.0,3544.0,15.0,0.0,0.0,1334.0,28.0,2.0,1.0,2466.0,7.0,0.0,0.0,630.0,Ligue 1
Dylan Mboumbouni, ,24.0,182.0,Defender - Centre-Back,right,SO Cholet,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,12.0,0.0,0.0,950.0,10.0,0.0,0.0,839.0,18.0,0.0,0.0,1609.0,7.0,0.0,0.0,565.0,Ligue 1
Ferland Mendy,£10.80m ,25.0,180.0,Defender - Left-Back,left,Real Madrid,,,,,,,,,,,,,1.0,0.0,0.0,90.0,11.0,0.0,1.0,710.0,38.0,2.0,5.0,3374.0,35.0,0.0,4.0,2596.0,44.0,3.0,3.0,3611.0,32.0,1.0,4.0,2403.0,3.0,0.0,0.0,270.0,Ligue 1
Marçal,£6.30m ,31.0,178.0,Defender - Left-Back,left,Wolverhampton Wanderers,18.0,0.0,1.0,1562.0,29.0,0.0,0.0,2571.0,28.0,2.0,0.0,2479.0,38.0,0.0,3.0,3330.0,23.0,1.0,1.0,1847.0,35.0,0.0,8.0,3060.0,28.0,0.0,4.0,2174.0,22.0,0.0,0.0,1586.0,26.0,0.0,1.0,1831.0,4.0,0.0,0.0,178.0,Ligue 1
Louis Nganioni,£675Th. ,25.0,177.0,Defender - Left-Back,left,Without Club,,,,,,,,,,,,,,,,,17.0,1.0,0.0,1190.0,22.0,1.0,1.0,1844.0,,,,,7.0,0.0,2.0,567.0,3.0,0.0,0.0,65.0,,,,,Ligue 1
Rafael,£8.10m ,30.0,172.0,Defender - Right-Back,right,Istanbul Basaksehir FK,19.0,0.0,5.0,1447.0,40.0,3.0,4.0,3350.0,29.0,0.0,1.0,2243.0,17.0,1.0,1.0,1099.0,27.0,1.0,2.0,1881.0,41.0,0.0,6.0,3174.0,31.0,1.0,2.0,2359.0,22.0,0.0,1.0,1333.0,20.0,0.0,0.0,1191.0,2.0,0.0,0.0,64.0,Ligue 1
Kenny Tete,£7.20m ,25.0,180.0,Defender - Right-Back,right,Fulham FC,2.0,0.0,0.0,180.0,23.0,1.0,0.0,1945.0,26.0,0.0,2.0,2109.0,29.0,2.0,1.0,2541.0,32.0,0.0,1.0,2490.0,23.0,3.0,2.0,1907.0,31.0,1.0,5.0,2406.0,22.0,0.0,3.0,1725.0,28.0,0.0,1.0,1654.0,4.0,0.0,2.0,229.0,Ligue 1
Zachary Brault-Guillard, ,21.0,171.0,Defender - Right-Back,right,Montreal Impact,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,450.0,,,,,29.0,1.0,1.0,2222.0,22.0,0.0,0.0,1833.0,,,,,Ligue 1
Lucas Tousart,£22.50m ,23.0,185.0,Midfielder - Defensive Midfield,right,Hertha BSC,,,,,,,,,,,,,18.0,0.0,0.0,1573.0,7.0,0.0,1.0,573.0,33.0,2.0,2.0,2596.0,50.0,0.0,0.0,4261.0,42.0,1.0,1.0,2638.0,39.0,3.0,3.0,2844.0,5.0,0.0,0.0,450.0,Ligue 1
Christopher Martins Pereira,£360Th. ,23.0,187.0,Midfielder - Defensive Midfield,right,BSC Young Boys,,,,,8.0,0.0,0.0,652.0,,,,,,,,,7.0,3.0,0.0,583.0,2.0,0.0,0.0,163.0,23.0,2.0,1.0,1817.0,31.0,2.0,6.0,2641.0,29.0,3.0,1.0,2048.0,2.0,0.0,0.0,105.0,Ligue 1
Elisha Owusu,£90Th. ,22.0,182.0,Midfielder - Defensive Midfield,right,KAA Gent,,,,,,,,,,,,,,,,,7.0,0.0,2.0,471.0,,,,,0.0,0.0,0.0,0.0,35.0,0.0,1.0,2990.0,41.0,0.0,0.0,3442.0,10.0,0.0,0.0,819.0,Ligue 1
Houssem Aouar,£31.50m ,22.0,175.0,Midfielder - Central Midfield,right,Olympique Lyon,,,,,,,,,,,,,,,,,5.0,0.0,1.0,174.0,11.0,4.0,0.0,676.0,44.0,7.0,6.0,3075.0,47.0,7.0,11.0,3896.0,41.0,9.0,10.0,3255.0,5.0,1.0,0.0,327.0,Ligue 1
Tanguy Ndombélé,£22.50m ,23.0,181.0,Midfielder - Central Midfield,right,Tottenham Hotspur,,,,,,,,,,,,,,,,,,,,,31.0,2.0,7.0,1986.0,50.0,1.0,8.0,3512.0,49.0,3.0,8.0,3878.0,29.0,2.0,4.0,1446.0,8.0,2.0,0.0,423.0,Ligue 1
Sergi Darder,£9.90m ,26.0,180.0,Midfielder - Central Midfield,right,RCD Espanyol Barcelona,,,,,,,,,30.0,2.0,3.0,2314.0,36.0,4.0,0.0,2792.0,36.0,3.0,5.0,2168.0,35.0,2.0,3.0,2296.0,43.0,1.0,2.0,3100.0,40.0,5.0,3.0,3125.0,44.0,3.0,3.0,3069.0,5.0,0.0,0.0,335.0,Ligue 1
Clément Grenier,£3.60m ,29.0,186.0,Midfielder - Central Midfield,right,Stade Rennais FC,30.0,1.0,7.0,1597.0,33.0,7.0,8.0,2131.0,41.0,7.0,8.0,3308.0,7.0,1.0,2.0,375.0,23.0,2.0,3.0,1191.0,13.0,0.0,1.0,289.0,17.0,5.0,4.0,1243.0,48.0,4.0,8.0,4024.0,17.0,1.0,1.0,1314.0,1.0,0.0,0.0,65.0,Ligue 1
Jordan Ferri,£3.60m ,28.0,172.0,Midfielder - Central Midfield,right,Montpellier HSC,0.0,0.0,0.0,0.0,10.0,0.0,0.0,328.0,42.0,4.0,0.0,2868.0,42.0,2.0,6.0,3134.0,44.0,3.0,5.0,3014.0,36.0,3.0,4.0,1572.0,34.0,0.0,4.0,1324.0,32.0,2.0,1.0,2268.0,19.0,0.0,0.0,1349.0,7.0,0.0,0.0,440.0,Ligue 1
Pape Cheikh,£2.70m ,23.0,180.0,Midfielder - Central Midfield,right,Dijon FCO,,,,,,,,,,,,,3.0,1.0,0.0,57.0,26.0,1.0,0.0,1315.0,19.0,1.0,0.0,676.0,2.0,0.0,0.0,72.0,25.0,0.0,0.0,1049.0,19.0,0.0,1.0,833.0,5.0,0.0,0.0,310.0,Ligue 1
Nabil Fekir,£54.00m ,27.0,173.0,Midfielder - Attacking Midfield,left,Real Betis Balompié,,,,,,,,,17.0,1.0,3.0,649.0,39.0,15.0,13.0,3116.0,9.0,4.0,1.0,462.0,49.0,14.0,12.0,3387.0,40.0,23.0,8.0,3235.0,39.0,12.0,9.0,2815.0,33.0,7.0,7.0,2769.0,6.0,1.0,1.0,473.0,Ligue 1
Memphis Depay,£40.50m ,26.0,176.0,Forward - Left Winger,right,Olympique Lyon,15.0,8.0,3.0,574.0,40.0,10.0,9.0,1783.0,43.0,14.0,10.0,3669.0,40.0,28.0,8.0,3387.0,46.0,7.0,9.0,2555.0,26.0,5.0,8.0,1382.0,51.0,22.0,17.0,3655.0,47.0,12.0,16.0,3537.0,22.0,15.0,2.0,1695.0,7.0,4.0,3.0,424.0,Ligue 1
Maxwel Cornet,£13.50m ,24.0,179.0,Forward - Left Winger,left,Olympique Lyon,,,,,10.0,1.0,0.0,360.0,15.0,0.0,0.0,380.0,4.0,0.0,0.0,153.0,40.0,12.0,2.0,1925.0,51.0,10.0,3.0,3002.0,43.0,7.0,8.0,2001.0,36.0,12.0,5.0,1692.0,38.0,6.0,5.0,2546.0,7.0,0.0,0.0,530.0,Ligue 1
Willem Geubbels,£5.40m ,19.0,185.0,Forward - Left Winger,right,AS Monaco,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,87.0,3.0,0.0,0.0,49.0,,,,,6.0,1.0,0.0,116.0,Ligue 1
Amine Gouiri,£4.05m ,20.0,180.0,Forward - Left Winger,right,OGC Nice,,,,,,,,,,,,,,,,,,,,,5.0,0.0,1.0,343.0,10.0,0.0,0.0,183.0,5.0,2.0,0.0,346.0,21.0,11.0,0.0,1356.0,7.0,3.0,2.0,560.0,Ligue 1
Bertrand Traoré,£16.20m ,25.0,181.0,Forward - Right Winger,left,Aston Villa,,,,,,,,,18.0,3.0,1.0,850.0,37.0,18.0,7.0,2834.0,18.0,5.0,1.0,693.0,39.0,13.0,6.0,3074.0,43.0,18.0,7.0,3019.0,48.0,11.0,5.0,2717.0,35.0,4.0,5.0,1913.0,5.0,1.0,0.0,165.0,Ligue 1
Mariano Díaz,£19.80m ,27.0,180.0,Forward - Centre-Forward,right,Real Madrid,4.0,1.0,0.0,151.0,20.0,3.0,0.0,627.0,27.0,15.0,2.0,1924.0,10.0,5.0,0.0,397.0,32.0,27.0,1.0,2053.0,14.0,5.0,2.0,302.0,45.0,21.0,6.0,3286.0,22.0,4.0,0.0,746.0,7.0,1.0,0.0,84.0,,,,,Ligue 1
