name,Market Value,current league
Umar Sadiq,£1.80m ,Serie A
Bruno Petkovic,£1.08m ,Serie A
Sergio Floccari,£360Th. ,Serie A
Robert Acquafresca,£270Th. ,Serie A
Marco Sportiello,£5.40m ,Serie A
Etrit Berisha,£4.95m ,Serie A
Pierluigi Gollini,£3.60m ,Serie A
Davide Bassi,£450Th. ,Serie A
Francesco Rossi,£158Th. ,Serie A
Stefano Mazzini,£68Th. ,Serie A
Roberto Taliento,£45Th. ,Serie A
Mattia Caldara,£13.50m ,Serie A
Rafael Tolói,£6.30m ,Serie A
Ervin Zukanovic,£3.15m ,Serie A
Andrea Masiello,£2.25m ,Serie A
Alessandro Bastoni,£1.35m ,Serie A
Berat Djimsiti,£630Th. ,Serie A
Emanuele Suagher,£450Th. ,Serie A
Guglielmo Stendardo,£135Th. ,Serie A
Riccardo Gatti,£90Th. ,Serie A
Leonardo Spinazzola,£7.20m ,Serie A
Boukary Dramé,£1.53m ,Serie A
Davide Brivio,£720Th. ,Serie A
Andrea Conti,£9.00m ,Serie A
Hans Hateboer,£900Th. ,Serie A
Abdoulay Konko,£450Th. ,Serie A
Carlos Carmona,£1.35m ,Serie A
Franck Kessié,£18.00m ,Serie A
Roberto Gagliardini,£13.50m ,Serie A
Remo Freuler,£6.75m ,Serie A
Jasmin Kurtic,£6.30m ,Serie A
Alberto Grassi,£2.88m ,Serie A
Bryan Cristante,£2.70m ,Serie A
Filippo Melegoni,£360Th. ,Serie A
Giulio Migliaccio,£90Th. ,Serie A
Marco D'Alessandro,£1.35m ,Serie A
Salvatore Molina,£630Th. ,Serie A
Cristian Raimondi,£90Th. ,Serie A
Anthony Mounier,£1.80m ,Serie A
Bryan Cabezas,£1.35m ,Serie A
Christian Capone,£315Th. ,Serie A
Emmanuel Latte Lath,£270Th. ,Serie A
Papu Gómez,£13.50m ,Serie A
Andrea Petagna,£6.30m ,Serie A
Alberto Paloschi,£3.60m ,Serie A
Aleksandar Pesic,£900Th. ,Serie A
Mauricio Pinilla,£720Th. ,Serie A
Guido Marilungo,£450Th. ,Serie A
Gabriel,£1.26m ,Serie A
Rafael,£450Th. ,Serie A
Marco Storari,£270Th. ,Serie A
Luca Crosta,£180Th. ,Serie A
Roberto Colombo,£45Th. ,Serie A
Mirko Bizzi,£45Th. ,Serie A
Riccardo Daga, ,Serie A
Luca Ceppitelli,£1.80m ,Serie A
Luka Krajnc,£1.62m ,Serie A
Bartosz Salamon,£1.44m ,Serie A
Fabio Pisacane,£810Th. ,Serie A
Bruno Alves,£720Th. ,Serie A
Marco Capuano,£720Th. ,Serie A
Vasco da Cunha,£135Th. ,Serie A
Ilya Bryukhov,£68Th. ,Serie A
Matias Antonini,£68Th. ,Serie A
Andrea Cadili,£68Th. ,Serie A
Matteo Volteggi,£45Th. ,Serie A
Nicola Murru,£2.25m ,Serie A
Senna Miangue,£1.62m ,Serie A
Mauricio Isla,£3.60m ,Serie A
Luca Bittante,£765Th. ,Serie A
Andrea Mastino,£68Th. ,Serie A
Davide Di Gennaro,£2.52m ,Serie A
Panagiotis Tachtsidis,£1.80m ,Serie A
Nicolò Barella,£4.50m ,Serie A
Artur Ionita,£3.15m ,Serie A
Daniele Dessena,£1.35m ,Serie A
Alessandro Deiola,£1.35m ,Serie A
Gianni Munari,£180Th. ,Serie A
Nicholas Pennington,£158Th. ,Serie A
Roberto Biancu,£135Th. ,Serie A
Riccardo Taccori,£23Th. ,Serie A
Paolo Faragò,£2.25m ,Serie A
Simone Padoin,£720Th. ,Serie A
Marko Pajac,£315Th. ,Serie A
João Pedro,£4.50m ,Serie A
Federico Serra,£90Th. ,Serie A
Diego Farias,£3.60m ,Serie A
Víctor Ibarbo,£3.15m ,Serie A
Marco Sau,£3.60m ,Serie A
Federico Melchiorri,£1.80m ,Serie A
Niccolò Giannetti,£1.35m ,Serie A
Marco Borriello,£720Th. ,Serie A
Kwang-song Han,£450Th. ,Serie A
Davide Arras,£113Th. ,Serie A
Lukasz Skorupski,£6.30m ,Serie A
Alberto Pelagotti,£450Th. ,Serie A
Gabriel Meli,£90Th. ,Serie A
Maurizio Pugliesi,£23Th. ,Serie A
Giuseppe Bellusci,£1.80m ,Serie A
Federico Barba,£1.08m ,Serie A
Andrea Costa,£900Th. ,Serie A
Frédéric Veseli,£720Th. ,Serie A
Uroš Ćosić,£630Th. ,Serie A
Elia Giampà,£68Th. ,Serie A
Alessio Zini,£45Th. ,Serie A
Federico Dimarco,£1.80m ,Serie A
Manuel Pasqual,£450Th. ,Serie A
Davide Seminara,£135Th. ,Serie A
Vincent Laurini,£1.17m ,Serie A
Luca Bittante,£765Th. ,Serie A
Marco Zambelli,£270Th. ,Serie A
Lapo Carradori,£68Th. ,Serie A
Assane Dioussé,£3.60m ,Serie A
Raffaele Maiello,£1.08m ,Serie A
Davide Buglio,£113Th. ,Serie A
Samuele Damiani,£113Th. ,Serie A
Omar El Kaddouri,£3.60m ,Serie A
José Mauri,£3.15m ,Serie A
Marcel Büchel,£1.35m ,Serie A
Rade Krunic,£900Th. ,Serie A
Andrés Tello,£810Th. ,Serie A
Daniele Croce,£450Th. ,Serie A
Franco Signorelli,£270Th. ,Serie A
Alberto Picchi,£270Th. ,Serie A
Riccardo Saponara,£9.90m ,Serie A
Miha Zajc,£900Th. ,Serie A
Matheus Pereira,£315Th. ,Serie A
Hamed Junior Traorè,£225Th. ,Serie A
Mame Thiam,£1.17m ,Serie A
Manuel Pucciarelli,£2.70m ,Serie A
Levan Mchedlidze,£720Th. ,Serie A
Guido Marilungo,£450Th. ,Serie A
Massimo Maccarone,£360Th. ,Serie A
Arnel Jakupovic,£360Th. ,Serie A
Alberto Gilardino,£270Th. ,Serie A
Roman Chanturia,£135Th. ,Serie A
Stefano Sorrentino,£720Th. ,Serie A
Andrea Seculin,£360Th. ,Serie A
Walter Bressan,£90Th. ,Serie A
Alessandro Confente,£90Th. ,Serie A
Filippo Pavoni,£68Th. ,Serie A
Nicolás Spolli,£360Th. ,Serie A
Dario Dainelli,£270Th. ,Serie A
Alessandro Gamberini,£270Th. ,Serie A
Bostjan Cesar,£270Th. ,Serie A
Cesare Pogliano,£90Th. ,Serie A
Edoardo Sbampato,£68Th. ,Serie A
Filippo Costa,£540Th. ,Serie A
Massimo Gobbi,£270Th. ,Serie A
Raul Oprut,£113Th. ,Serie A
Fabrizio Cacciatore,£1.62m ,Serie A
Nicolas Frey,£315Th. ,Serie A
Michele Troiani,£180Th. ,Serie A
Fabio Depaoli,£135Th. ,Serie A
Gennaro Sardo,£90Th. ,Serie A
Ivan Radovanovic,£2.25m ,Serie A
Lucas Castro,£6.75m ,Serie A
Perparim Hetemaj,£3.78m ,Serie A
Jonathan de Guzmán,£1.80m ,Serie A
Nicola Rigoni,£1.35m ,Serie A
Samuel Bastien,£1.35m ,Serie A
Mariano Izco,£450Th. ,Serie A
Sofian Kiyine,£360Th. ,Serie A
Filippo Damian,£203Th. ,Serie A
Yusupha Bobb,£113Th. ,Serie A
Mohamed Rabbas,£113Th. ,Serie A
N'Diaye Djiby,£45Th. ,Serie A
Valter Birsa,£4.05m ,Serie A
Victor da Silva,£180Th. ,Serie A
Paul-José Mpoku,£2.70m ,Serie A
Vittorio Parigini,£1.08m ,Serie A
Serge Gakpé,£810Th. ,Serie A
Emanuel Vignato,£203Th. ,Serie A
Riccardo Meggiorini,£2.25m ,Serie A
Roberto Inglese,£4.05m ,Serie A
Antonio Floro Flores,£450Th. ,Serie A
Lamin Jallow,£450Th. ,Serie A
Andrea Isufaj,£225Th. ,Serie A
Ngissah Bismark,£180Th. ,Serie A
Sergio Pellissier,£180Th. ,Serie A
Vincenzo Fiorillo,£540Th. ,Serie A
Mirko Pigliacelli,£450Th. ,Serie A
Simone Aresti,£225Th. ,Serie A
Albano Bizzarri,£180Th. ,Serie A
Gabriele Aldegani,£45Th. ,Serie A
Michele Fornasier,£720Th. ,Serie A
Dario Zuparic,£450Th. ,Serie A
Cesare Bovo,£270Th. ,Serie A
Andrea Coda,£180Th. ,Serie A
Guglielmo Stendardo,£135Th. ,Serie A
Hrvoje Milicevic,£135Th. ,Serie A
Hugo Campagnaro,£90Th. ,Serie A
Francesco Forte,£90Th. ,Serie A
Filippo Delli Carri,£45Th. ,Serie A
Cristiano Biraghi,£2.25m ,Serie A
Alessandro Crescenzi,£1.35m ,Serie A
Ibrahima Diallo,£45Th. ,Serie A
Francesco Zampano,£2.25m ,Serie A
Davide Vitturini,£540Th. ,Serie A
Leonardo Maloku,£68Th. ,Serie A
Andrés Cubas,£2.70m ,Serie A
GastÃ³n Brugman,£1.35m ,Serie A
Francesco Mele,£90Th. ,Serie A
Piermarco D'Angelo,£45Th. ,Serie A
Marco Pompetti, ,Serie A
Valerio Verre,£3.42m ,Serie A
Bryan Cristante,£2.70m ,Serie A
Ahmad Benali,£2.70m ,Serie A
Ledian Memushaj,£1.80m ,Serie A
Alberto Aquilani,£900Th. ,Serie A
Ransford Selasi,£720Th. ,Serie A
Sulley Muntari,£450Th. ,Serie A
Mamadou Coulibaly,£450Th. ,Serie A
Alessandro Bruno,£90Th. ,Serie A
Grigoris Kastanos,£630Th. ,Serie A
Ferdinando Del Sole,£450Th. ,Serie A
Alexandru Mitrita,£540Th. ,Serie A
Francesco Nicastro,£900Th. ,Serie A
Robert Muric,£630Th. ,Serie A
Simone Pepe,£180Th. ,Serie A
Nazareno Battista,£68Th. ,Serie A
Gianluca Caprari,£5.40m ,Serie A
Jean-Christophe Bahebeck,£2.25m ,Serie A
Alberto Cerri,£2.25m ,Serie A
Rey Manaj,£810Th. ,Serie A
Stefano Pettinari,£450Th. ,Serie A
Alberto Gilardino,£270Th. ,Serie A
Simone Mancini,£68Th. ,Serie A
Marco Acatullo,£45Th. ,Serie A
Josip Posavec,£1.62m ,Serie A
Andrea Fulignati,£360Th. ,Serie A
Leonardo Marson,£90Th. ,Serie A
Samuele Guddo,£45Th. ,Serie A
Sebastian Breza,£45Th. ,Serie A
Giancarlo González,£1.80m ,Serie A
Edoardo Goldaniga,£1.35m ,Serie A
Slobodan Rajkovic,£1.08m ,Serie A
Aljaz Struna,£900Th. ,Serie A
Toni Sunjic,£630Th. ,Serie A
Thiago Cionek,£540Th. ,Serie A
Sinisa Andelkovic,£450Th. ,Serie A
Simone Giuliano,£135Th. ,Serie A
Andrea Punzi,£45Th. ,Serie A
Achraf Lazaar,£2.25m ,Serie A
Haitam Aleesami,£1.62m ,Serie A
Giuseppe Pezzella,£900Th. ,Serie A
Michel Morganella,£540Th. ,Serie A
Roberto Vitiello,£180Th. ,Serie A
Mato Jajalo,£810Th. ,Serie A
Ouasim Bouy,£720Th. ,Serie A
Alessandro Gazzi,£360Th. ,Serie A
Marco Toscano,£135Th. ,Serie A
Oscar Hiljemark,£3.15m ,Serie A
Bruno Henrique,£2.25m ,Serie A
Ivaylo Chochev,£1.80m ,Serie A
Gennaro Ruggiero, ,Serie A
Andrea Rispoli,£1.80m ,Serie A
Alessandro Diamanti,£450Th. ,Serie A
Carlos Embalo,£1.53m ,Serie A
Aleksandar Trajkovski,£810Th. ,Serie A
Accursio Bentivegna,£630Th. ,Serie A
Francesco Bonfiglio,£135Th. ,Serie A
Roland Sallai,£900Th. ,Serie A
Robin Quaison,£1.80m ,Serie A
Simone Lo Faso,£450Th. ,Serie A
Ilija Nestorovski,£3.15m ,Serie A
Norbert Balogh,£1.08m ,Serie A
Stefan Silva,£450Th. ,Serie A
Alex Cordaz,£900Th. ,Serie A
Valentin Cojocaru,£315Th. ,Serie A
Marco Festa,£180Th. ,Serie A
Aniello Viscovo,£180Th. ,Serie A
Gian Marco Ferrari,£3.60m ,Serie A
Federico Ceccherini,£1.80m ,Serie A
Noë Dussenne,£900Th. ,Serie A
Claiton,£360Th. ,Serie A
Giuseppe Cuomo,£158Th. ,Serie A
Luca Bruno,£90Th. ,Serie A
Bruno Martella,£1.62m ,Serie A
Djamel Mesbah,£270Th. ,Serie A
Manuel Nicoletti,£158Th. ,Serie A
Aleandro Rosi,£900Th. ,Serie A
Mario Sampirisi,£720Th. ,Serie A
Lorenzo Crisetig,£2.70m ,Serie A
Leonardo Capezzi,£1.62m ,Serie A
Andrea Barberis,£1.80m ,Serie A
Marcus Rohdén,£1.35m ,Serie A
Eddy GnahorÃ©,£450Th. ,Serie A
Aniello Salzano,£360Th. ,Serie A
Cazim Suljic,£135Th. ,Serie A
Nicolò Fazzi,£315Th. ,Serie A
Giuseppe Zampano,£270Th. ,Serie A
Andrea Mazzarani,£405Th. ,Serie A
Andrej Kotnik,£225Th. ,Serie A
Adrian Stoian,£900Th. ,Serie A
Aleksandar Tonev,£630Th. ,Serie A
Raffaele Palladino,£360Th. ,Serie A
Pietro De Giorgio,£90Th. ,Serie A
Andrea Nalini,£720Th. ,Serie A
Maxwell Acosty,£720Th. ,Serie A
Nunzio Di Roberto,£270Th. ,Serie A
Giuseppe Borello,£90Th. ,Serie A
Diego Falcinelli,£4.50m ,Serie A
Marcello Trotta,£2.25m ,Serie A
Simy,£720Th. ,Serie A
Marc-André ter Stegen,£22.50m ,LaLiga
Jasper Cillessen,£8.10m ,LaLiga
Claudio Bravo,£7.20m ,LaLiga
Jordi Masip,£900Th. ,LaLiga
Adrián Ortolá,£720Th. ,LaLiga
Gerard Piqué,£36.00m ,LaLiga
Samuel Umtiti,£27.00m ,LaLiga
Marlon,£3.15m ,LaLiga
Thomas Vermaelen,£2.70m ,LaLiga
Jérémy Mathieu,£2.70m ,LaLiga
Borja López,£225Th. ,LaLiga
Jordi Alba,£28.80m ,LaLiga
Lucas Digne,£14.40m ,LaLiga
Sergi Roberto,£22.50m ,LaLiga
Aleix Vidal,£6.75m ,LaLiga
Douglas,£1.35m ,LaLiga
Sergio Busquets,£54.00m ,LaLiga
Javier Mascherano,£7.20m ,LaLiga
Sergi Samper,£3.15m ,LaLiga
Ivan Rakitic,£40.50m ,LaLiga
André Gomes,£22.50m ,LaLiga
Andrés Iniesta,£18.00m ,LaLiga
Carles Aleñá,£1.35m ,LaLiga
Wilfrid Kaptoum,£270Th. ,LaLiga
Àlex Carbonell,£270Th. ,LaLiga
Denis Suárez,£16.20m ,LaLiga
Rafinha,£13.50m ,LaLiga
Nili Perdomo,£270Th. ,LaLiga
Neymar,£90.00m ,LaLiga
Arda Turan,£21.60m ,LaLiga
Cristian Tello,£7.20m ,LaLiga
Juan Cámara,£270Th. ,LaLiga
Lionel Messi,£108.00m ,LaLiga
Munir El Haddadi,£8.10m ,LaLiga
Luis Suárez,£81.00m ,LaLiga
Paco Alcácer,£16.20m ,LaLiga
Marc Cardona,£450Th. ,LaLiga
Keylor Navas,£16.20m ,LaLiga
Kiko Casilla,£5.40m ,LaLiga
Rubén Yáñez,£270Th. ,LaLiga
Sergio Ramos,£36.00m ,LaLiga
Raphaël Varane,£31.50m ,LaLiga
Nacho Fernández,£13.50m ,LaLiga
Jesús Vallejo,£7.20m ,LaLiga
Diego Llorente,£6.75m ,LaLiga
Pepe,£2.70m ,LaLiga
Marcelo,£34.20m ,LaLiga
Fábio Coentrão,£4.50m ,LaLiga
Daniel Carvajal,£28.80m ,LaLiga
Danilo,£14.40m ,LaLiga
Álvaro Tejero,£270Th. ,LaLiga
Casemiro,£27.00m ,LaLiga
Toni Kroos,£63.00m ,LaLiga
Luka Modric,£36.00m ,LaLiga
Mateo Kovacic,£22.50m ,LaLiga
Achraf Hakimi,£270Th. ,LaLiga
James Rodríguez,£45.00m ,LaLiga
Isco,£36.00m ,LaLiga
Marcos Llorente,£13.50m ,LaLiga
Martin Ödegaard,£1.35m ,LaLiga
Enzo Zidane,£675Th. ,LaLiga
Cristiano Ronaldo,£90.00m ,LaLiga
Marco Asensio,£18.00m ,LaLiga
Burgui,£1.35m ,LaLiga
Gareth Bale,£72.00m ,LaLiga
Lucas Vázquez,£13.50m ,LaLiga
Karim Benzema,£54.00m ,LaLiga
Álvaro Morata,£36.00m ,LaLiga
Mariano Díaz,£4.50m ,LaLiga
Borja Mayoral,£2.25m ,LaLiga
Jan Oblak,£36.00m ,LaLiga
Miguel Ángel Moyá,£1.80m ,LaLiga
Axel Werner,£900Th. ,LaLiga
André Moreira,£900Th. ,LaLiga
Bernabé Barragán,- ,LaLiga
Diego Godín,£34.20m ,LaLiga
Stefan Savic,£27.00m ,LaLiga
José Giménez,£25.20m ,LaLiga
Emiliano Velázquez,£900Th. ,LaLiga
Álex García,£270Th. ,LaLiga
Tachi, ,LaLiga
Filipe Luís,£16.20m ,LaLiga
Theo Hernández,£13.50m ,LaLiga
Lucas Hernández,£13.50m ,LaLiga
Guilherme Siqueira,£1.35m ,LaLiga
Caio Henrique, ,LaLiga
Sime Vrsaljko,£14.40m ,LaLiga
Juanfran,£10.80m ,LaLiga
Javier Manquillo,£3.60m ,LaLiga
Rafa Muñoz, ,LaLiga
Matías Kranevitter,£5.40m ,LaLiga
Thomas,£4.05m ,LaLiga
Gabi,£2.70m ,LaLiga
Koke,£54.00m ,LaLiga
Saúl Ñíguez,£36.00m ,LaLiga
Augusto Fernández,£3.60m ,LaLiga
Tiago,£900Th. ,LaLiga
Keidi Bare,£450Th. ,LaLiga
Roberto Olabe, ,LaLiga
Toni Moya, ,LaLiga
Nico Gaitán,£18.00m ,LaLiga
Bernard Mensah,£1.35m ,LaLiga
Yannick Carrasco,£36.00m ,LaLiga
Diogo Jota,£7.20m ,LaLiga
Amath Ndiaye,£900Th. ,LaLiga
Nicolás Schiappacasse,£450Th. ,LaLiga
Ferni, ,LaLiga
Ángel Correa,£16.20m ,LaLiga
Alessio Cerci,£3.60m ,LaLiga
Juan Moreno, ,LaLiga
Antoine Griezmann,£72.00m ,LaLiga
Kévin Gameiro,£21.60m ,LaLiga
Luciano Vietto,£10.80m ,LaLiga
Fernando Torres,£3.60m ,LaLiga
Santos Borré,£1.80m ,LaLiga
Roberto Núñez,- ,LaLiga
Zaka, ,LaLiga
Diego Alves,£4.50m ,LaLiga
Mathew Ryan,£3.15m ,LaLiga
Yoel Rodríguez,£2.25m ,LaLiga
Jaume Doménech,£2.25m ,LaLiga
Shkodran Mustafi,£27.00m ,LaLiga
Eliaquim Mangala,£13.50m ,LaLiga
Ezequiel Garay,£13.50m ,LaLiga
Aymen Abdennour,£5.40m ,LaLiga
Aderllan Santos,£3.15m ,LaLiga
Rúben Vezo,£1.35m ,LaLiga
Javi Jiménez,£270Th. ,LaLiga
José Gayà,£16.20m ,LaLiga
Toni Lato,£2.70m ,LaLiga
Guilherme Siqueira,£1.35m ,LaLiga
João Cancelo,£18.00m ,LaLiga
Martín Montoya,£9.00m ,LaLiga
Nacho Vidal,£270Th. ,LaLiga
Enzo Pérez,£7.20m ,LaLiga
Mario Suárez,£5.40m ,LaLiga
Dani Parejo,£13.50m ,LaLiga
Álvaro Medrán,£2.25m ,LaLiga
Carlos Soler,£6.75m ,LaLiga
Eugeni Valderrama,£270Th. ,LaLiga
Nani,£9.00m ,LaLiga
Pablo Piatti,£5.40m ,LaLiga
Zakaria Bakkali,£1.80m ,LaLiga
Nacho Gil,£270Th. ,LaLiga
Sito,£180Th. ,LaLiga
Munir El Haddadi,£8.10m ,LaLiga
Fabián Orellana,£2.70m ,LaLiga
Rober Ibáñez,£1.35m ,LaLiga
Fede Cartabia,£1.35m ,LaLiga
Nando García,£360Th. ,LaLiga
Paco Alcácer,£16.20m ,LaLiga
Simone Zaza,£13.50m ,LaLiga
Álvaro Negredo,£6.75m ,LaLiga
Rodrigo,£6.75m ,LaLiga
Santi Mina,£5.40m ,LaLiga
Vinícius Araújo,£630Th. ,LaLiga
Rafa Mir,£450Th. ,LaLiga
Sergio Rico,£18.00m ,LaLiga
Salvatore Sirigu,£3.60m ,LaLiga
David Soria,£1.35m ,LaLiga
José Antonio Caro,£720Th. ,LaLiga
Clément Lenglet,£6.75m ,LaLiga
Timothée Kolodziejczak,£5.40m ,LaLiga
Adil Rami,£4.50m ,LaLiga
Gabriel Mercado,£4.50m ,LaLiga
Daniel Carriço,£1.80m ,LaLiga
Diego González,£1.35m ,LaLiga
Nicolás Pareja,£900Th. ,LaLiga
Cristian González,£360Th. ,LaLiga
Álex Muñoz,£180Th. ,LaLiga
Sergio Escudero,£6.75m ,LaLiga
Benoît Trémoulinas,£1.80m ,LaLiga
José Matos,£1.08m ,LaLiga
Mariano,£7.20m ,LaLiga
Alejandro Pozo,£1.80m ,LaLiga
David Carmona,£1.35m ,LaLiga
Steven Nzonzi,£27.00m ,LaLiga
Matías Kranevitter,£5.40m ,LaLiga
Vicente Iborra,£8.10m ,LaLiga
SebastiÃ¡n CristÃ³foro,£2.43m ,LaLiga
Michael Krohn-Dehli,£1.35m ,LaLiga
Franco Vázquez,£16.20m ,LaLiga
Samir Nasri,£14.40m ,LaLiga
Hiroshi Kiyotake,£4.50m ,LaLiga
Ganso,£4.50m ,LaLiga
Borja Lasso,£1.35m ,LaLiga
Pepe Mena, ,LaLiga
Vitolo,£22.50m ,LaLiga
Yevgen Konoplyanka,£9.00m ,LaLiga
Pablo Sarabia,£13.50m ,LaLiga
Walter Montoya,£2.70m ,LaLiga
Joaquín Correa,£9.00m ,LaLiga
Wissam Ben Yedder,£13.50m ,LaLiga
Luciano Vietto,£10.80m ,LaLiga
Stevan Jovetic,£9.00m ,LaLiga
Carlos Fernández,£900Th. ,LaLiga
Juan Muñoz,£450Th. ,LaLiga
Sergio Asenjo,£6.75m ,LaLiga
Andrés Fernández,£1.35m ,LaLiga
Mariano Barbosa,£540Th. ,LaLiga
Mateo Musacchio,£16.20m ,LaLiga
Víctor Ruiz,£12.60m ,LaLiga
Álvaro González,£5.40m ,LaLiga
Pablo Iñiguez,£270Th. ,LaLiga
Pau Torres,£270Th. ,LaLiga
Daniele Bonera,£180Th. ,LaLiga
Jaume Costa,£8.10m ,LaLiga
José Ángel,£1.35m ,LaLiga
Adrián Marín,£900Th. ,LaLiga
Alfonso Pedraza,£900Th. ,LaLiga
Mario Gaspar,£14.40m ,LaLiga
Antonio Rukavina,£1.35m ,LaLiga
Alfred N'Diaye,£4.50m ,LaLiga
Rodri,£2.25m ,LaLiga
Roberto Soriano,£14.40m ,LaLiga
Manu Trigueros,£13.50m ,LaLiga
Jonathan dos Santos,£7.20m ,LaLiga
Pablo Larrea,£270Th. ,LaLiga
Ramón Bueno,£90Th. ,LaLiga
Nicola Sansone,£14.40m ,LaLiga
Denis Cheryshev,£2.70m ,LaLiga
Akram Afif,£540Th. ,LaLiga
Mario González,£180Th. ,LaLiga
José Carlos Lazo,£135Th. ,LaLiga
Samu Castillejo,£6.30m ,LaLiga
Cristian Espinoza,£2.25m ,LaLiga
Leo Suárez,£360Th. ,LaLiga
Aitor Cantalapiedra,£225Th. ,LaLiga
Dani Raba,£180Th. ,LaLiga
Cédric Bakambu,£14.40m ,LaLiga
Roberto Soldado,£7.20m ,LaLiga
Alexandre Pato,£5.40m ,LaLiga
Adrián López,£3.15m ,LaLiga
Santos Borré,£1.80m ,LaLiga
Darío Poveda, ,LaLiga
Kepa,£7.20m ,LaLiga
Iago Herrerín,£2.70m ,LaLiga
Álex Remiro,£540Th. ,LaLiga
Gorka Iraizoz,£450Th. ,LaLiga
Unai Simón,£270Th. ,LaLiga
Aymeric Laporte,£22.50m ,LaLiga
Yeray Álvarez,£13.50m ,LaLiga
Xabi Etxeita,£2.25m ,LaLiga
Óscar Gil,£360Th. ,LaLiga
Mikel Balenziaga,£4.50m ,LaLiga
Enric Saborit,£450Th. ,LaLiga
Urtzi Iriondo,£270Th. ,LaLiga
Óscar de Marcos,£7.20m ,LaLiga
Iñigo Lekue,£3.60m ,LaLiga
Eneko Bóveda,£2.70m ,LaLiga
Markel Etxeberria,£270Th. ,LaLiga
Mikel San José,£10.80m ,LaLiga
Ander Iturraspe,£4.50m ,LaLiga
Mikel Vesga,£1.35m ,LaLiga
Beñat Etxebarria,£7.20m ,LaLiga
Unai López,£1.80m ,LaLiga
Mikel Rico,£1.80m ,LaLiga
Gorka Elustondo,£900Th. ,LaLiga
Javi Eraso,£1.35m ,LaLiga
Ager Aketxe,£900Th. ,LaLiga
Iker Muniain,£13.50m ,LaLiga
Markel Susaeta,£6.75m ,LaLiga
Iñaki Williams,£22.50m ,LaLiga
Raúl García,£10.80m ,LaLiga
Sabin Merino,£1.80m ,LaLiga
Aritz Aduriz,£900Th. ,LaLiga
Asier Villalibre,£630Th. ,LaLiga
Kike Sola,£450Th. ,LaLiga
Gorka Santamaría,£360Th. ,LaLiga
Gero Rulli,£12.60m ,LaLiga
Toño,£360Th. ,LaLiga
Ander Bardají,£180Th. ,LaLiga
Iñigo Martínez,£18.00m ,LaLiga
Raúl Navas,£4.50m ,LaLiga
Aritz Elustondo,£2.25m ,LaLiga
Mikel González,£900Th. ,LaLiga
Srdjan Babic,£540Th. ,LaLiga
Yuri Berchiche,£9.00m ,LaLiga
Héctor Hernández,£540Th. ,LaLiga
Kévin Rodrigues,£270Th. ,LaLiga
Álvaro Odriozola,£6.75m ,LaLiga
Joseba Zaldua,£1.35m ,LaLiga
Carlos Martínez,£900Th. ,LaLiga
Asier Illarramendi,£13.50m ,LaLiga
Markel Bergara,£1.35m ,LaLiga
Ion Gaztañaga,£450Th. ,LaLiga
Igor Zubeldia,£315Th. ,LaLiga
Rubén Pardo,£3.60m ,LaLiga
Xabi Prieto,£2.70m ,LaLiga
David Zurutuza,£2.70m ,LaLiga
Esteban Granero,£1.80m ,LaLiga
Jon Guridi,£270Th. ,LaLiga
Sergio Canales,£2.70m ,LaLiga
Eneko Capilla,£360Th. ,LaLiga
Mikel Oyarzabal,£13.50m ,LaLiga
Alain Oyarzun,£180Th. ,LaLiga
Carlos Vela,£13.50m ,LaLiga
Juanmi,£9.00m ,LaLiga
David Concha,£720Th. ,LaLiga
Pablo Hervías,£450Th. ,LaLiga
Willian José,£10.80m ,LaLiga
Jon Bautista,£4.50m ,LaLiga
Imanol Agirretxe,£1.80m ,LaLiga
Sergio Álvarez,£4.50m ,LaLiga
Rubén Blanco,£1.35m ,LaLiga
Iván Villar,£270Th. ,LaLiga
Sergi Gómez,£5.40m ,LaLiga
Facundo Roncaglia,£4.50m ,LaLiga
Gustavo Cabral,£3.60m ,LaLiga
Andreu Fontàs,£2.25m ,LaLiga
David Costas,£900Th. ,LaLiga
Jonny Otto,£7.20m ,LaLiga
Carles Planas,£1.35m ,LaLiga
Daniel Wass,£9.00m ,LaLiga
Hugo Mallo,£7.20m ,LaLiga
Álvaro Lemos,£450Th. ,LaLiga
Nemanja Radoja,£7.20m ,LaLiga
Marcelo Díaz,£2.25m ,LaLiga
Pablo Hernández,£5.40m ,LaLiga
Jozabed Sánchez,£3.15m ,LaLiga
Álex López,£900Th. ,LaLiga
Pape Cheikh,£720Th. ,LaLiga
Levy Madinda,£720Th. ,LaLiga
Josep Señé,£450Th. ,LaLiga
Pione Sisto,£4.50m ,LaLiga
Theo Bongonda,£2.70m ,LaLiga
José Naranjo,£1.80m ,LaLiga
Dejan Drazic,£540Th. ,LaLiga
Fabián Orellana,£2.70m ,LaLiga
Andrew Hjulsager,£1.08m ,LaLiga
Iago Aspas,£16.20m ,LaLiga
John Guidetti,£7.20m ,LaLiga
Giuseppe Rossi,£3.60m ,LaLiga
Claudio Beauvue,£2.70m ,LaLiga
Pedro Martín,£270Th. ,LaLiga
Davy Roef,£900Th. ,LaLiga
Przemyslaw Tyton,£900Th. ,LaLiga
Rubén Martínez,£810Th. ,LaLiga
Germán Lux,£720Th. ,LaLiga
Sidnei,£5.40m ,LaLiga
Pablo Insua,£2.70m ,LaLiga
Raúl Albentosa,£2.70m ,LaLiga
Alejandro Arribas,£2.70m ,LaLiga
Rober Pier,£900Th. ,LaLiga
Nacho Monsalve, ,LaLiga
