name,Market Value,current league
Osarimen Ebagua,£900Th. ,Serie A
Andrea Catellani,£810Th. ,Serie A
David Suazo,£360Th. ,Serie A
Alfredo Donnarumma,£203Th. ,Serie A
Andrea Consigli,£4.95m ,Serie A
Ciro Polito,£90Th. ,Serie A
Przemyslaw Frackowiak,£68Th. ,Serie A
Giorgio Frezzolini,£45Th. ,Serie A
Renato Facheris,£23Th. ,Serie A
Andrea Masiello,£1.80m ,Serie A
Stefano Lucchini,£1.62m ,Serie A
Daniele Capelli,£900Th. ,Serie A
Thomas Manfredini,£810Th. ,Serie A
Guglielmo Stendardo,£720Th. ,Serie A
Michele Ferri,£360Th. ,Serie A
Luca Milesi,£68Th. ,Serie A
Federico Peluso,£4.05m ,Serie A
Gianpaolo Bellini,£810Th. ,Serie A
Ezequiel Schelotto,£5.85m ,Serie A
Luca Cigarini,£4.95m ,Serie A
Carlos Carmona,£1.80m ,Serie A
Nadir Minotti,£675Th. ,Serie A
Giacomo Bonaventura,£2.70m ,Serie A
Matteo Brighi,£2.25m ,Serie A
Riccardo Cazzola,£900Th. ,Serie A
Fabio Caserta,£180Th. ,Serie A
Massimo Mutarelli,£90Th. ,Serie A
Davide Agazzi,£90Th. ,Serie A
Cristian Raimondi,£630Th. ,Serie A
Simone Padoin,£4.05m ,Serie A
Maxi Moralez,£5.40m ,Serie A
Cristiano Doni,- ,Serie A
Alessandro Carrozza,£630Th. ,Serie A
Leonardo Pettinari,£360Th. ,Serie A
Ferreira Pinto,£540Th. ,Serie A
Germán Denis,£4.95m ,Serie A
Manolo Gabbiadini,£4.05m ,Serie A
Guido Marilungo,£3.15m ,Serie A
Matteo Ardemagni,£900Th. ,Serie A
Simone Tiribocchi,£360Th. ,Serie A
Stefano Sorrentino,£2.25m ,Serie A
Christian Puggioni,£630Th. ,Serie A
Lorenzo Squizzi,£68Th. ,Serie A
Jacopo Coletta,£45Th. ,Serie A
Francesco Acerbi,£4.05m ,Serie A
Marco Andreolli,£3.15m ,Serie A
Bostjan Cesar,£1.80m ,Serie A
Dario Dainelli,£900Th. ,Serie A
Santiago Morero,£450Th. ,Serie A
Ivan Fatic,£405Th. ,Serie A
Simone Grippo,£270Th. ,Serie A
Federico Maccarone,£158Th. ,Serie A
Matteo Solini,£113Th. ,Serie A
Davide Mandelli,£90Th. ,Serie A
Nestor Djengoue,£68Th. ,Serie A
Boukary Dramé,£1.80m ,Serie A
Bojan Jokic,£900Th. ,Serie A
Mickaël Facchinetti,£360Th. ,Serie A
Nikola Gulan,£270Th. ,Serie A
Nicolas Frey,£1.08m ,Serie A
Gennaro Sardo,£270Th. ,Serie A
Rinaldo Cruzado,£900Th. ,Serie A
Michael Bradley,£3.15m ,Serie A
Luca Rigoni,£2.88m ,Serie A
Paolo Sammarco,£1.71m ,Serie A
Perparim Hetemaj,£1.62m ,Serie A
Kamil Vacek,£1.35m ,Serie A
Andrea De Falco,£450Th. ,Serie A
Marco Burato,£135Th. ,Serie A
Marco Gallozzi,£270Th. ,Serie A
Luciano,£180Th. ,Serie A
Radoslav Kirilov,£135Th. ,Serie A
Alan Hernández,£90Th. ,Serie A
Cyril Théréau,£1.26m ,Serie A
Alberto Paloschi,£3.60m ,Serie A
Sergio Pellissier,£1.35m ,Serie A
Davide Moscardelli,£810Th. ,Serie A
Fernando Uribe,£540Th. ,Serie A
Francesco Grandolfo,£450Th. ,Serie A
Marcos De Paula,£315Th. ,Serie A
Zeljko Brkic,£2.07m ,Serie A
Gianluca Pegolo,£450Th. ,Serie A
Mihail Ivanov,£135Th. ,Serie A
Simone Farelli,£68Th. ,Serie A
Richard Marcone,£45Th. ,Serie A
Claudio Terzi,£1.35m ,Serie A
Luca Rossettini,£900Th. ,Serie A
Matteo Contini,£810Th. ,Serie A
Gabriele Angella,£765Th. ,Serie A
Nicola Belmonte,£540Th. ,Serie A
Milan Milanovic,£540Th. ,Serie A
Emanuele Pesoli,£315Th. ,Serie A
Cristiano Del Grosso,£900Th. ,Serie A
Andrea Rossi,£270Th. ,Serie A
Andrea Pastore,£68Th. ,Serie A
Roberto Vitiello,£810Th. ,Serie A
Angelo,£630Th. ,Serie A
Alessandro Gazzi,£1.80m ,Serie A
Francesco Parravicini,£225Th. ,Serie A
Simone Vergassola,£180Th. ,Serie A
Gaetano D'Agostino,£2.70m ,Serie A
Francesco Bolzoni,£1.08m ,Serie A
Paolo Grossi,£675Th. ,Serie A
Luigi Giorgi,£495Th. ,Serie A
Paul Codrea,£180Th. ,Serie A
Daniele Mannini,£900Th. ,Serie A
Franco Brienza,£1.17m ,Serie A
Diego Vettraino,£68Th. ,Serie A
Pablo González,£990Th. ,Serie A
Gennaro Troianiello,£630Th. ,Serie A
Joel Acosta,£540Th. ,Serie A
Alessio Sestu,£315Th. ,Serie A
Mattia Destro,£9.00m ,Serie A
Emanuele Calaiò,£2.52m ,Serie A
Reginaldo,£495Th. ,Serie A
Marcelo Larrondo,£405Th. ,Serie A
Erjon Bogdani,£360Th. ,Serie A
Massimiliano Benassi,£810Th. ,Serie A
Júlio Sérgio,£720Th. ,Serie A
Ugo Gabrieli,£225Th. ,Serie A
Davide Petrachi,£90Th. ,Serie A
Luigi Turbacci,£68Th. ,Serie A
Nenad Tomović,£1.17m ,Serie A
Andrea Esposito,£810Th. ,Serie A
Stefano Ferrario,£540Th. ,Serie A
Souleymane Diamoutene,£360Th. ,Serie A
Moris Carrozzieri,£360Th. ,Serie A
Leonardo Migliónico,£135Th. ,Serie A
Gianmarco Ingrosso,£68Th. ,Serie A
Raffaele Rosato,£68Th. ,Serie A
Djamel Mesbah,£900Th. ,Serie A
Davide Brivio,£765Th. ,Serie A
Luca Di Matteo,£270Th. ,Serie A
Matteo Legittimo,£90Th. ,Serie A
Antonio Tundo,£45Th. ,Serie A
Juan Cuadrado,£3.60m ,Serie A
Massimo Oddo,£225Th. ,Serie A
Mirko Mauro,£68Th. ,Serie A
Rodney Strasser,£1.80m ,Serie A
Guillermo Giacomazzi,£450Th. ,Serie A
Andrea Bertolacci,£2.25m ,Serie A
Rubén Olivera,£1.35m ,Serie A
Manuele Blasi,£720Th. ,Serie A
Manuel Giandonato,£450Th. ,Serie A
Christian Obodo,£450Th. ,Serie A
Carlos Grossmüller,£360Th. ,Serie A
Gennaro Delvecchio,£270Th. ,Serie A
Bryan Bergougnoux,£225Th. ,Serie A
Ignacio Piatti,£900Th. ,Serie A
Cristian Pasquato,£990Th. ,Serie A
Luis Muriel,£7.20m ,Serie A
Valeri Bojinov,£2.25m ,Serie A
Haris Seferovic,£900Th. ,Serie A
Daniele Corvia,£810Th. ,Serie A
David Di Michele,£450Th. ,Serie A
Edward Ofere,£360Th. ,Serie A
Samir Ujkani,£3.15m ,Serie A
Enrico Tonozzi,£90Th. ,Serie A
Achille Coser,£90Th. ,Serie A
Alberto Maria Fontana,£68Th. ,Serie A
Florin Logofatu, ,Serie A
Santiago García,£900Th. ,Serie A
Leandro Rinaudo,£810Th. ,Serie A
Carlos Labrín,£675Th. ,Serie A
Paolo Dellafiore,£540Th. ,Serie A
Carlalberto Ludi,£360Th. ,Serie A
Andrea Lisuzzo,£315Th. ,Serie A
Massimo Paci,£270Th. ,Serie A
Luca Bellich,£68Th. ,Serie A
Matteo Centurioni,£45Th. ,Serie A
Gabriel Silva,£2.25m ,Serie A
Giuseppe Gemiti,£360Th. ,Serie A
Michel Morganella,£720Th. ,Serie A
Christian Jidayi,£45Th. ,Serie A
Jean-Christophe Coubronne,£45Th. ,Serie A
Ivan Radovanovic,£810Th. ,Serie A
Filippo Porcari,£630Th. ,Serie A
Alex Pinardi,£225Th. ,Serie A
Federico Massaccesi,£45Th. ,Serie A
Marco Rigoni,£1.17m ,Serie A
Daniel Jensen,£675Th. ,Serie A
Luigi Giorgi,£495Th. ,Serie A
Simone Pesce,£360Th. ,Serie A
Francesco Marianini,£90Th. ,Serie A
Simone Branca,£68Th. ,Serie A
Andrea Mazzarani,£900Th. ,Serie A
Riccardo Meggiorini,£2.07m ,Serie A
Giuseppe Mascara,£900Th. ,Serie A
Jeda,£720Th. ,Serie A
Takayuki Morimoto,£2.25m ,Serie A
Andrea Caracciolo,£2.25m ,Serie A
Pablo Granoche,£900Th. ,Serie A
Raffaele Rubino,£180Th. ,Serie A
Mattia Maggio,£45Th. ,Serie A
Víctor Valdés,£18.00m ,LaLiga
Oier Olazábal,£900Th. ,LaLiga
Rubén Miño,£810Th. ,LaLiga
José Manuel Pinto,£450Th. ,LaLiga
Gerard Piqué,£34.20m ,LaLiga
Carles Puyol,£9.00m ,LaLiga
Andreu Fontàs,£3.15m ,LaLiga
Marc Muniesa,£2.25m ,LaLiga
Marc Bartra,£2.25m ,LaLiga
Sergi Gómez,£630Th. ,LaLiga
Adriano,£12.60m ,LaLiga
Éric Abidal,£9.00m ,LaLiga
Maxwell,£4.50m ,LaLiga
Dani Alves,£32.40m ,LaLiga
Martín Montoya,£3.60m ,LaLiga
Sergi Roberto,£2.25m ,LaLiga
Kiko Femenía,£1.35m ,LaLiga
Sergio Busquets,£31.50m ,LaLiga
Javier Mascherano,£27.00m ,LaLiga
Andrés Iniesta,£58.50m ,LaLiga
Cesc Fàbregas,£49.50m ,LaLiga
Xavi,£31.50m ,LaLiga
Thiago,£18.00m ,LaLiga
Seydou Keita,£7.20m ,LaLiga
Jonathan dos Santos,£2.25m ,LaLiga
Martí Riverola,£540Th. ,LaLiga
Ibrahim Afellay,£9.00m ,LaLiga
Isaac Cuenca,£2.70m ,LaLiga
Rafinha,£1.80m ,LaLiga
Cristian Tello,£4.50m ,LaLiga
Gerard Deulofeu,£1.35m ,LaLiga
Lionel Messi,£90.00m ,LaLiga
Pedro,£25.20m ,LaLiga
David Villa,£31.50m ,LaLiga
Alexis Sánchez,£27.00m ,LaLiga
Iker Casillas,£31.50m ,LaLiga
Antonio Adán,£900Th. ,LaLiga
Tomás Mejías, ,LaLiga
Fernando Pacheco, ,LaLiga
Jesús Fernández, ,LaLiga
Sergio Ramos,£30.60m ,LaLiga
Pepe,£25.20m ,LaLiga
Raúl Albiol,£8.10m ,LaLiga
Raphaël Varane,£7.20m ,LaLiga
Ricardo Carvalho,£2.70m ,LaLiga
Pedro Mendes,£180Th. ,LaLiga
Nacho Fernández, ,LaLiga
Marcelo,£22.50m ,LaLiga
Fábio Coentrão,£21.60m ,LaLiga
Jorge Casado, ,LaLiga
Álvaro Arbeloa,£10.80m ,LaLiga
Fran Rodríguez, ,LaLiga
Xabi Alonso,£31.50m ,LaLiga
Nuri Sahin,£16.20m ,LaLiga
Lassana Diarra,£13.50m ,LaLiga
Sami Khedira,£18.00m ,LaLiga
Esteban Granero,£6.30m ,LaLiga
José Rodríguez, ,LaLiga
Hamit Altintop,£4.50m ,LaLiga
Mesut Özil,£28.80m ,LaLiga
Kaká,£27.00m ,LaLiga
Cristiano Ronaldo,£81.00m ,LaLiga
Ángel Di María,£27.00m ,LaLiga
José Callejón,£7.20m ,LaLiga
Karim Benzema,£31.50m ,LaLiga
Gonzalo Higuaín,£31.50m ,LaLiga
Joselu,- ,LaLiga
Álvaro Morata, ,LaLiga
Thibaut Courtois,£8.10m ,LaLiga
Joel Robles,£1.80m ,LaLiga
Sergio Asenjo,£1.80m ,LaLiga
Diego Godín,£10.80m ,LaLiga
Álvaro Domínguez,£7.20m ,LaLiga
Miranda,£6.30m ,LaLiga
Luis Perea,£1.35m ,LaLiga
Jorge Pulido,£450Th. ,LaLiga
Francisco Regalón, ,LaLiga
Filipe Luís,£7.20m ,LaLiga
Antonio López,£1.35m ,LaLiga
Sílvio,£7.20m ,LaLiga
Juanfran,£7.20m ,LaLiga
Juan Valera,£2.25m ,LaLiga
Javier Manquillo, ,LaLiga
Mario Suárez,£4.50m ,LaLiga
Gabi,£4.50m ,LaLiga
Paulo Assunção,£1.35m ,LaLiga
Elias,£7.20m ,LaLiga
Tiago,£6.30m ,LaLiga
Koke,£3.15m ,LaLiga
Fran Mérida,£2.25m ,LaLiga
Miguel Ángel Luque,- ,LaLiga
Saúl Ñíguez, ,LaLiga
Óliver Torres, ,LaLiga
Pizzi,£4.05m ,LaLiga
Abdelkader Oueslati, ,LaLiga
Diego,£9.00m ,LaLiga
Arda Turan,£13.95m ,LaLiga
Momar Ndoye, ,LaLiga
Eduardo Salvio,£9.00m ,LaLiga
José Antonio Reyes,£8.10m ,LaLiga
Falcao,£36.00m ,LaLiga
Adrián López,£9.00m ,LaLiga
Raúl García,£4.50m ,LaLiga
Diego Forlán,£3.15m ,LaLiga
Pedro Martín, ,LaLiga
Diego Alves,£6.30m ,LaLiga
Vicente Guaita,£6.30m ,LaLiga
Cristiano Figueiredo,£450Th. ,LaLiga
Adil Rami,£12.60m ,LaLiga
Jérémy Mathieu,£10.80m ,LaLiga
Víctor Ruiz,£8.10m ,LaLiga
Ricardo Costa,£3.60m ,LaLiga
Ángel Dealbert,£1.80m ,LaLiga
Jordi Alba,£9.00m ,LaLiga
Juan Bernat,£450Th. ,LaLiga
Miguel,£3.15m ,LaLiga
Bruno,£1.80m ,LaLiga
Antonio Barragán,£1.35m ,LaLiga
Mehmet Topal,£7.20m ,LaLiga
Hedwiges Maduro,£2.70m ,LaLiga
David Albelda,£1.80m ,LaLiga
Éver Banega,£11.70m ,LaLiga
Tino Costa,£8.10m ,LaLiga
Dani Parejo,£5.40m ,LaLiga
Pablo Hernández,£10.80m ,LaLiga
Sergio Canales,£4.50m ,LaLiga
Pablo Piatti,£7.20m ,LaLiga
Sofiane Feghouli,£7.20m ,LaLiga
Portu, ,LaLiga
Jonas,£10.80m ,LaLiga
Roberto Soldado,£16.20m ,LaLiga
Aritz Aduriz,£3.60m ,LaLiga
Paco Alcácer, ,LaLiga
Diego López,£7.20m ,LaLiga
Diego Mariño,£900Th. ,LaLiga
César Sánchez,£270Th. ,LaLiga
Gonzalo Rodríguez,£6.30m ,LaLiga
Mateo Musacchio,£6.30m ,LaLiga
Cristián Zapata,£6.30m ,LaLiga
Carlos Marchena,£2.70m ,LaLiga
José Manuel Catalá,£2.25m ,LaLiga
Florian Lejeune,£900Th. ,LaLiga
Pablo Iñiguez,£90Th. ,LaLiga
Carlos Tomás,- ,LaLiga
Joan Oriol,£1.80m ,LaLiga
Jaume Costa,£900Th. ,LaLiga
Mario Gaspar,£2.70m ,LaLiga
Ángel López,£2.25m ,LaLiga
Bruno Soriano,£9.00m ,LaLiga
Marcos Senna,£1.35m ,LaLiga
Borja Valero,£10.80m ,LaLiga
Jonathan de Guzmán,£5.40m ,LaLiga
Mubarak Wakaso,£1.80m ,LaLiga
Marcos Gullón,£1.35m ,LaLiga
Manu Trigueros,£270Th. ,LaLiga
Jordi Pablo,£360Th. ,LaLiga
Cani,£5.40m ,LaLiga
Gonzalo Castellani,£720Th. ,LaLiga
Moi Gómez,£450Th. ,LaLiga
Hernán Pérez,£1.80m ,LaLiga
Javier Camuñas,£1.80m ,LaLiga
Fofo,£90Th. ,LaLiga
Giuseppe Rossi,£18.00m ,LaLiga
Nilmar,£13.50m ,LaLiga
Marco Ruben,£5.40m ,LaLiga
Alejandro Martinuccio,£2.70m ,LaLiga
Joselu,£1.80m ,LaLiga
Gerard Bordas,£450Th. ,LaLiga
Javi Varas,£2.70m ,LaLiga
Andrés Palop,£270Th. ,LaLiga
Dani Jiménez,£180Th. ,LaLiga
Sergio Rico, ,LaLiga
Julián Cuesta, ,LaLiga
Martín Cáceres,£8.55m ,LaLiga
Federico Fazio,£3.60m ,LaLiga
Emir Spahic,£3.60m ,LaLiga
Alexis Ruano,£2.25m ,LaLiga
Julien Escudé,£2.25m ,LaLiga
Juan Cala,£1.80m ,LaLiga
Deivid, ,LaLiga
Fernando Navarro,£3.60m ,LaLiga
Antonio Luna,£1.35m ,LaLiga
Samu de los Reyes,£180Th. ,LaLiga
Alberto Moreno, ,LaLiga
Jesús Navas,£18.00m ,LaLiga
Coke,£2.70m ,LaLiga
Gary Medel,£5.40m ,LaLiga
Ivan Rakitic,£8.10m ,LaLiga
Tiberio Guarente,£2.70m ,LaLiga
José Campaña,£1.35m ,LaLiga
Salva Rivas,£180Th. ,LaLiga
Tom De Mul,£720Th. ,LaLiga
Piotr Trochowski,£4.05m ,LaLiga
Luis Alberto,£450Th. ,LaLiga
Diego Perotti,£8.10m ,LaLiga
Emiliano Armenteros,£2.52m ,LaLiga
José Antonio Reyes,£8.10m ,LaLiga
Álvaro Negredo,£16.20m ,LaLiga
Manu del Moral,£6.30m ,LaLiga
Baba Diawara,£2.70m ,LaLiga
Frédéric Kanouté,£1.80m ,LaLiga
Hiroshi Ibusuki,- ,LaLiga
Willy Caballero,£2.70m ,LaLiga
Carlos Kameni,£1.80m ,LaLiga
Rubén Martínez,£450Th. ,LaLiga
Pol Freixanet, ,LaLiga
Toni Casamayor, ,LaLiga
Sergio Sánchez,£3.60m ,LaLiga
Martín Demichelis,£3.15m ,LaLiga
Joris Mathijsen,£3.15m ,LaLiga
Weligton,£1.35m ,LaLiga
Kris Stadsgaard,£1.35m ,LaLiga
Hélder Rosário,£450Th. ,LaLiga
Javier Malagueño,£450Th. ,LaLiga
Nacho Monreal,£5.40m ,LaLiga
Eliseu,£3.60m ,LaLiga
Jesús Gámez,£4.50m ,LaLiga
Jérémy Toulalan,£13.50m ,LaLiga
Ignacio Camacho,£900Th. ,LaLiga
Santi Cazorla,£18.00m ,LaLiga
Apoño,£2.70m ,LaLiga
Enzo Maresca,£1.80m ,LaLiga
Recio,£1.80m ,LaLiga
Duda,£4.05m ,LaLiga
Isco,£7.20m ,LaLiga
Júlio Baptista,£4.50m ,LaLiga
Diego Buonanotte,£2.25m ,LaLiga
Joaquín,£4.50m ,LaLiga
Juanmi,£1.35m ,LaLiga
Francisco Portillo,£720Th. ,LaLiga
Sebastián Fernández,£3.15m ,LaLiga
Salomón Rondón,£8.10m ,LaLiga
Ruud van Nistelrooy,£1.80m ,LaLiga
Edinho,£900Th. ,LaLiga
Gorka Iraizoz,£3.60m ,LaLiga
Raúl Fernández,£720Th. ,LaLiga
Kepa, ,LaLiga
Fernando Amorebieta,£8.10m ,LaLiga
Borja Ekiza,£3.15m ,LaLiga
Jon Aurtenetxe,£2.70m ,LaLiga
Carlos Gurpegi,£2.25m ,LaLiga
Aitor Ocio,£450Th. ,LaLiga
Jonás Ramalho,- ,LaLiga
Xabier Castillo,£900Th. ,LaLiga
Koikili,£450Th. ,LaLiga
Andoni Iraola,£8.10m ,LaLiga
Óscar de Marcos,£5.40m ,LaLiga
Iban Zubiaurre,£540Th. ,LaLiga
Javi Martínez,£19.80m ,LaLiga
Mikel San José,£4.05m ,LaLiga
Ander Iturraspe,£3.15m ,LaLiga
Pablo Orbaiz,£2.25m ,LaLiga
Ander Herrera,£7.20m ,LaLiga
David López,£2.70m ,LaLiga
Iñigo Pérez,£1.80m ,LaLiga
Iñigo Ruiz de Galarreta, ,LaLiga
Igor Gabilondo,£1.35m ,LaLiga
Igor Martínez,£720Th. ,LaLiga
Iker Muniain,£18.00m ,LaLiga
Markel Susaeta,£5.85m ,LaLiga
Gaizka Toquero,£3.15m ,LaLiga
Ibai Gómez,£900Th. ,LaLiga
Fernando Llorente,£22.50m ,LaLiga
Guillermo Fernández, ,LaLiga
Miguel Ángel Moyá,£1.80m ,LaLiga
Jordi Codina,£1.08m ,LaLiga
Óscar Ustari,£900Th. ,LaLiga
Tomeu Nadal,- ,LaLiga
Alberto Lopo,£2.52m ,LaLiga
Cata Díaz,£2.25m ,LaLiga
Alexis Ruano,£2.25m ,LaLiga
Rafa López,£2.25m ,LaLiga
Álvaro Arroyo, ,LaLiga
Álex Pérez, ,LaLiga
Mané,£2.70m ,LaLiga
Tsepo Masilela,£900Th. ,LaLiga
Michelangelo Albertazzi,£315Th. ,LaLiga
Miguel Torres,£2.70m ,LaLiga
Juan Valera,£2.25m ,LaLiga
Mehdi Lacen,£3.15m ,LaLiga
Juan Rodríguez,£2.70m ,LaLiga
Rubén Pérez,£2.52m ,LaLiga
Javier Casquero,£900Th. ,LaLiga
Alberto Escassi,£270Th. ,LaLiga
Míchel,£2.25m ,LaLiga
Pedro Mosquera,£630Th. ,LaLiga
Abdelaziz Barrada,£3.60m ,LaLiga
Samu Saiz, ,LaLiga
Diego Castro,£4.50m ,LaLiga
Jaime Gavilán,£1.62m ,LaLiga
Pedro León,£4.05m ,LaLiga
Pedro Ríos,£2.70m ,LaLiga
Pablo Sarabia,£2.25m ,LaLiga
Hugo Fraile, ,LaLiga
Miku Fedor,£3.60m ,LaLiga
Adrián Colunga,£2.70m ,LaLiga
Dani Güiza,£2.70m ,LaLiga
Javier Arizmendi,£1.80m ,LaLiga
Cristian Álvarez,£2.25m ,LaLiga
Carlos Kameni,£1.80m ,LaLiga
Kiko Casilla,£900Th. ,LaLiga
Edgar Badia,£450Th. ,LaLiga
Dinu Moldovan, ,LaLiga
Héctor Moreno,£5.40m ,LaLiga
Juan Forlín,£3.60m ,LaLiga
Jordi Amat,£1.80m ,LaLiga
Raúl Rodríguez,£1.35m ,LaLiga
Albert Canal, ,LaLiga
Zouhair Feddal, ,LaLiga
Dídac Vilà,£3.15m ,LaLiga
Víctor Álvarez, ,LaLiga
Carlos Clerc, ,LaLiga
Javi López,£2.25m ,LaLiga
Felipe Mattioni,£1.80m ,LaLiga
Ernesto Galán,£1.35m ,LaLiga
Romaric,£3.60m ,LaLiga
Raúl Baena,£2.16m ,LaLiga
Javi Márquez,£5.40m ,LaLiga
Luis García,£3.60m ,LaLiga
Víctor Sánchez,£1.35m ,LaLiga
Cristian Gómez,£720Th. ,LaLiga
Paul Quaye, ,LaLiga
Philippe Coutinho,£6.30m ,LaLiga
Joan Verdú,£4.50m ,LaLiga
Jesús Dátolo,£2.25m ,LaLiga
Juan Albín,£1.80m ,LaLiga
Christian Alfonso,£270Th. ,LaLiga
Vladimir Weiss,£3.15m ,LaLiga
Thievy Bifouma,£2.25m ,LaLiga
Kalu Uche,£3.15m ,LaLiga
Sergio García,£2.70m ,LaLiga
Álvaro Vázquez,£1.80m ,LaLiga
Rui Fonte,£1.26m ,LaLiga
Wálter Pandiani,£720Th. ,LaLiga
Bacari, ,LaLiga
Roberto,£4.50m ,LaLiga
Leo Franco,£1.35m ,LaLiga
Pablo Alcolea, ,LaLiga
Kilian Falcón, ,LaLiga
Paulo da Silva,£1.80m ,LaLiga
Maurizio Lanzaro,£1.35m ,LaLiga
Fernando Meira,£900Th. ,LaLiga
David Mateos,£900Th. ,LaLiga
Ádám Pintér,£900Th. ,LaLiga
Ramiro Mayor, ,LaLiga
Ivan Obradovic,£1.80m ,LaLiga
Javier Paredes,£1.35m ,LaLiga
Juankar,£1.08m ,LaLiga
Abraham Minero,£900Th. ,LaLiga
Efraín Juárez,£1.35m ,LaLiga
Pablo Álvarez,£1.08m ,LaLiga
Kevin Lacruz,£450Th. ,LaLiga
Leonardo Ponzio,£2.70m ,LaLiga
Rúben Micael,£4.50m ,LaLiga
Luis García,£3.60m ,LaLiga
Franco Zuculini,£2.70m ,LaLiga
Apoño,£2.70m ,LaLiga
Tomislav Dujmovic,£1.80m ,LaLiga
Antonio Tomás,£1.35m ,LaLiga
Ángel Lafita,£2.70m ,LaLiga
Edu Oriol,£900Th. ,LaLiga
Pablo Barrera,£2.25m ,LaLiga
Joel Valencia, ,LaLiga
Hélder Postiga,£3.60m ,LaLiga
Ikechukwu Uche,£3.15m ,LaLiga
Carlos Aranda,£1.80m ,LaLiga
Braulio Nóbrega,£540Th. ,LaLiga
Jorge Ortí, ,LaLiga
Claudio Bravo,£4.50m ,LaLiga
Eñaut Zubikarai,£720Th. ,LaLiga
Toño,£180Th. ,LaLiga
Mikel González,£3.15m ,LaLiga
Vadim Demidov,£3.15m ,LaLiga
Iñigo Martínez,£2.25m ,LaLiga
Ion Ansotegi,£1.35m ,LaLiga
Liassine Cadamuro,£900Th. ,LaLiga
Alberto de la Bella,£3.15m ,LaLiga
Carlos Martínez,£2.70m ,LaLiga
Dani Estrada,£2.25m ,LaLiga
McDonald Mariga,£5.40m ,LaLiga
Mikel Aranburu,£2.25m ,LaLiga
Markel Bergara,£1.08m ,LaLiga
Asier Illarramendi,£1.08m ,LaLiga
Xabi Prieto,£7.20m ,LaLiga
David Zurutuza,£3.60m ,LaLiga
Gorka Elustondo,£1.62m ,LaLiga
Rubén Pardo,£900Th. ,LaLiga
Javi Ros, ,LaLiga
Jeffrey Sarpong,£900Th. ,LaLiga
Carlos Vela,£5.40m ,LaLiga
Antoine Griezmann,£7.20m ,LaLiga
Imanol Agirretxe,£2.70m ,LaLiga
Joseba Llorente,£2.25m ,LaLiga
Diego Ifrán,£1.35m ,LaLiga
Dudu Aouate,£2.25m ,LaLiga
Juan Calatayud,£1.80m ,LaLiga
Yeray Gómez,- ,LaLiga
Iván Ramis,£5.40m ,LaLiga
Chico,£3.15m ,LaLiga
Gianni Zuiverloon,£2.25m ,LaLiga
José Nunes,£1.35m ,LaLiga
Martí Crespí,£900Th. ,LaLiga
Pedro Bigas,£630Th. ,LaLiga
Pablo Marí, ,LaLiga
Pablo Cáceres,£900Th. ,LaLiga
Kevin García,£450Th. ,LaLiga
Emilio Nsue,£2.70m ,LaLiga
Pau Cendrós,£1.80m ,LaLiga
Biel Company, ,LaLiga
João Victor,£2.25m ,LaLiga
Josep Lluís Martí,£810Th. ,LaLiga
Jonathan de Guzmán,£5.40m ,LaLiga
Fernando Tissone,£2.25m ,LaLiga
Tomás Pina,£1.08m ,LaLiga
Sergio Tejera,£900Th. ,LaLiga
Tià Sastre, ,LaLiga
Akihiro Ienaga,£900Th. ,LaLiga
Chory Castro,£5.40m ,LaLiga
Alejandro Alfaro,£2.70m ,LaLiga
Michaël Pereira,£3.15m ,LaLiga
Xisco Hernández,- ,LaLiga
Marvin Ogunjimi,£3.15m ,LaLiga
Víctor Casadesús,£2.25m ,LaLiga
Tomer Hemed,£1.80m ,LaLiga
Álvaro Giménez,£360Th. ,LaLiga
Abdón Prats, ,LaLiga
Toño,£3.15m ,LaLiga
Roberto Fernández,£1.35m ,LaLiga
Júlio César,£900Th. ,LaLiga
José Juan Figueras,£270Th. ,LaLiga
Hugo Cantero, ,LaLiga
Pape Diakhaté,£4.05m ,LaLiga
Noé Pamarot,£1.35m ,LaLiga
Iñigo López,£1.35m ,LaLiga
Borja Gómez,£1.35m ,LaLiga
Diego Maínz,£900Th. ,LaLiga
Manuel Lucena,£630Th. ,LaLiga
Guilherme Siqueira,£4.50m ,LaLiga
Miguel García, ,LaLiga
Allan Nyom,£3.60m ,LaLiga
David Cortés,£1.35m ,LaLiga
Samuel Marfil, ,LaLiga
Moisés Hurtado,£1.35m ,LaLiga
Hassan Yebda,£3.15m ,LaLiga
Mikel Rico,£2.25m ,LaLiga
Abel Gómez,£1.80m ,LaLiga
Fran Rico,£900Th. ,LaLiga
Richard Boateng,- ,LaLiga
Cristian Baena, ,LaLiga
Jorge Ribeiro,£720Th. ,LaLiga
Carlos Martins,£4.50m ,LaLiga
Yohan Mollo,£2.70m ,LaLiga
Dani Benítez,£2.25m ,LaLiga
Jaime Romero,£720Th. ,LaLiga
Franco Jara,£4.50m ,LaLiga
Ikechukwu Uche,£3.15m ,LaLiga
Odion Ighalo,£1.80m ,LaLiga
Álex Geijo,£1.80m ,LaLiga
Henrique Almeida,£1.35m ,LaLiga
Juan Pablo,£2.25m ,LaLiga
Iván Cuéllar,£1.62m ,LaLiga
Raúl Domínguez,£180Th. ,LaLiga
Dennis Díaz, ,LaLiga
Alberto Botía,£5.40m ,LaLiga
Grégory Arnolin,£2.25m ,LaLiga
Iván Hernández,£1.35m ,LaLiga
Pedro Orfila,£180Th. ,LaLiga
Alejandro Gálvez,£180Th. ,LaLiga
Alain Álvarez,- ,LaLiga
