Name,MarketValue16-17,League16-17,MarketValue17-18,age,height,position,foot,current club,11/12 games,11/12 goals/conceded,11/12 assists/clean,11/12 minutes,12/13 games,12/13 goals/conceded,12/13 assists/clean,12/13 minutes,13/14 games,13/14 goals/conceded,13/14 assists/clean,13/14 minutes,14/15 games,14/15 goals/conceded,14/15 assists/clean,14/15 minutes,15/16 games,15/16 goals/conceded,15/16 assists/clean,15/16 minutes,16/17 games,16/17 goals/conceded,16/17 assists/clean,16/17 minutes,17/18 games,17/18 goals/conceded,17/18 assists/clean,17/18 minutes,18/19 games,18/19 goals/conceded,18/19 assists/clean,18/19 minutes,19/20 games,19/20 goals/conceded,19/20 assists/clean,19/20 minutes,20/21 games,20/21 goals/conceded,20/21 assists/clean,20/21 minutes,current league
Valerio Verre,Â£3.42m,Serie A,Â£2.70m,26,181,Midfielder - Central Midfield,both,UC Sampdoria,33,6,0,2672,10,1,1,292,20,0,5,929,41,5,4,3067,37,2,5,2924,30,2,1,2042,19,0,1,434,36,12,6,2885,33,3,2,1849,4,1,1,133,Serie A
Filip Helander,Â£1.35m,Serie A,Â£2.25m,27,192,Defender - Centre-Back,left,Rangers FC,16,0,0,1470,24,1,0,1884,34,2,1,2919,22,0,0,1831,26,2,0,2045,13,1,0,1013,29,0,0,2499,23,0,0,1982,18,2,1,1614,10,1,0,824,Serie A
Lorenzo Crisetig,Â£2.70m,Serie A,Â£1.53m,27,184,Midfielder - Defensive Midfield,left,Reggina 1914,32,2,1,2781,29,1,2,1870,40,1,1,3488,30,0,2,2364,6,0,0,443,32,0,1,2539,8,0,0,558,20,0,1,1418,9,0,0,393,4,1,1,293,Serie A
Ladislav Krejci,Â£4.50m,Serie A,Â£3.15m,28,178,Forward - Left Winger,left,AC Sparta Praha,28,7,6,2434,38,7,9,2875,34,9,8,2665,40,8,6,3181,44,8,9,3675,38,2,8,2878,13,0,1,432,18,0,3,1060,15,1,0,1118,4,1,2,282,Serie A
Alberto Brignoli,Â£900Th.,LaLiga,Â£900Th.,29,188,Goalkeeper,left,FC Empoli,31,26,13,2771,30,24,12,2700,37,50,6,3360,40,40,15,3547,1,5,0,90,22,23,9,1950,13,31,1,1124,33,35,7,3000,40,49,8,3660,3,1,2,270,Serie A
Lionel Messi,Â£108.00m,LaLiga,Â£162.00m,33,170,Forward - Right Winger,left,FC Barcelona,60,73,33,5221,50,60,16,4070,46,41,14,3742,57,58,30,5060,49,41,24,4229,52,54,18,4452,54,45,18,4468,50,51,20,4023,44,31,26,3810,4,1,2,360,LaLiga
Karim Benzema,Â£54.00m,LaLiga,Â£36.00m,32,184,Forward - Centre-Forward,both,Real Madrid,52,32,19,3443,50,20,21,2880,52,24,16,4054,46,22,15,3669,36,28,8,2593,48,19,8,3239,47,12,11,3237,53,30,11,4305,48,27,11,3981,5,1,1,447,LaLiga
Pablo Sarabia,Â£13.50m,LaLiga,Â£18.00m,28,174,Forward - Right Winger,left,Paris Saint-Germain,20,0,1,983,16,2,0,629,36,2,6,2141,41,4,7,2927,32,7,6,2553,46,11,12,2809,53,9,9,3753,52,23,17,3729,40,14,8,2409,7,1,3,370,LaLiga
Rodrigo,Â£6.75m,LaLiga,Â£36.00m,29,182,Forward - Centre-Forward,left,Leeds United,38,16,4,1874,39,11,5,2140,42,18,8,2666,32,4,5,2161,38,7,3,2175,21,7,5,1588,44,19,7,2994,51,15,10,3775,34,7,11,2506,6,1,0,331,LaLiga
Ager Aketxe,Â£900Th.,LaLiga,Â£2.25m,26,174,Midfielder - Attacking Midfield,left,UD AlmerÃ­a,0,0,0,0,30,5,2,1740,38,6,10,3148,12,1,1,403,31,8,1,2234,18,5,2,1185,26,0,1,1023,36,4,4,1970,41,7,4,3169,4,1,0,303,LaLiga
KÃ©vin Rodrigues,Â£270Th.,LaLiga,Â£1.80m,26,170,Defender - Left-Back,left,SD Eibar,1,0,0,20,1,0,0,8,0,0,0,0,4,0,1,127,29,5,0,1786,29,1,6,2533,22,1,2,1784,7,0,0,482,28,1,2,1972,5,1,0,366,LaLiga
Sergio Canales,Â£2.70m,LaLiga,Â£4.50m,29,180,Midfielder - Attacking Midfield,left,Real Betis BalompiÃ©,16,1,2,775,15,2,2,636,45,4,4,2408,43,5,6,2965,18,1,0,987,37,0,4,1248,45,5,11,2659,46,9,3,3812,37,6,6,3257,6,1,2,509,LaLiga
Maxime Lestienne,Â£3.60m,Premier Liga,Â£2.25m,28,176,Forward - Left Winger,left,Standard LiÃ¨ge,25,7,2,1099,47,18,13,3258,42,11,18,3461,31,1,4,1378,20,3,10,1042,16,3,2,849,24,3,2,1141,33,5,3,1800,34,10,5,2329,6,1,2,433,LaLiga
IvÃ¡n CuÃ©llar,Â£720Th.,LaLiga,Â£540Th.,36,187,Goalkeeper,left,CD LeganÃ©s,3,6,1,270,27,26,12,2299,42,49,12,3757,36,21,17,3219,32,49,7,2880,36,69,7,3240,35,43,14,3150,36,41,11,3236,28,38,8,2520,3,1,2,270,LaLiga
Dimitrios Siovas,Â£1.80m,LaLiga,Â£2.70m,32,191,Defender - Centre-Back,left,SD Huesca,30,1,2,2760,25,3,1,2011,18,0,0,1575,31,0,1,2557,31,0,1,2718,18,1,1,1522,30,2,1,2569,37,1,1,3233,25,0,0,2012,5,1,0,450,LaLiga
Ãngel Di MarÃ­a,Â£36.00m,Ligue 1,Â£36.00m,32,180,Forward - Right Winger,left,Paris Saint-Germain,32,7,17,1910,52,9,17,3191,52,11,25,3758,33,4,12,2017,47,15,25,3402,43,14,15,3091,45,21,12,3119,45,19,17,3498,41,12,23,3250,4,1,2,337,Ligue 1
DÃ³ria,Â£2.25m,Ligue 1,Â£1.35m,25,188,Defender - Centre-Back,left,Santos Laguna,20,1,1,1630,30,1,1,2700,18,0,1,1620,13,1,0,1200,10,0,0,803,28,2,0,1793,14,1,0,769,36,3,0,3216,28,5,0,2408,14,1,0,1260,Ligue 1
FranÃ§ois Moubandje,Â£2.25m,Ligue 1,Â£2.25m,30,180,Defender - Left-Back,left,Alanyaspor,29,1,3,2343,24,1,0,2017,10,1,0,665,33,0,2,2881,28,1,0,2352,36,0,1,3248,25,1,0,2063,22,0,0,1934,16,0,0,1194,6,1,0,526,Ligue 1
Thomas Mangani,Â£3.15m,Ligue 1,Â£3.15m,33,183,Midfielder - Central Midfield,left,SCO Angers,29,1,3,1606,36,0,4,2766,37,1,5,3093,17,2,2,1364,33,5,4,2501,40,6,9,3394,38,2,6,3230,31,3,0,1735,27,2,2,2128,7,1,0,447,Ligue 1
Adama Mbengue,,Ligue 1,Â£2.70m,26,178,Defender - Left-Back,left,SM Caen,12,0,0,692,20,2,4,1279,31,5,1,2259,,,,,,,,,,,,,21,0,0,1750,15,1,1,1077,21,1,1,1466,6,1,0,540,Ligue 1
Alejandro Grimaldo,Â£8.10m,Liga NOS,Â£18.00m,25,171,Defender - Left-Back,left,SL Benfica,1,0,0,90,24,0,2,1962,14,0,2,764,36,4,4,3027,22,2,3,1918,21,2,4,1883,37,1,5,3190,54,7,13,4829,41,1,8,3651,5,1,1,430,Liga NOS
FÃ¡bio Sturgeon,Â£1.80m,Liga NOS,Â£900Th.,26,183,Forward - Right Winger,both,OFI Crete,1,0,0,0,4,0,0,162,17,0,1,689,36,2,4,2320,48,5,6,3736,31,2,2,2006,29,0,3,1412,33,3,3,2468,34,2,6,2556,3,1,0,127,Liga NOS
Filipe Ferreira,Â£900Th.,Liga NOS,Â£630Th.,30,178,Defender - Left-Back,left,CD Tondela,18,1,0,1440,19,0,0,1047,32,1,0,2877,26,0,0,2206,34,3,2,2768,25,0,2,2262,14,0,1,1131,11,0,0,790,30,0,0,2382,4,1,0,270,Liga NOS
Renat Yanbaev,Â£450Th.,Premier Liga,Â£90Th.,36,178,Defender - Left-Back,both,Znamya Noginsk,10,1,1,888,25,2,1,1929,20,0,1,1683,17,0,1,1410,15,0,1,994,19,0,3,1547,3,0,0,225,,,,,,,,,9,1,0,765,Premier Liga
Scott Malone,,,Â£2.70m,29,189,Defender - Left-Back,left,Millwall FC,37,6,8,2893,16,1,2,1123,35,3,1,2980,34,1,3,2615,42,2,4,3466,42,6,6,3408,28,0,1,1506,35,2,2,2752,21,1,1,1446,5,1,0,426,Premier League
Gianluca Di Chiara,,,Â£1.35m,26,186,Defender - Left-Back,left,Reggina 1914,23,1,0,2047,29,1,0,2228,12,0,0,565,28,1,2,2037,38,0,2,3138,41,1,8,3570,24,0,0,1788,22,0,0,1740,27,1,3,2322,4,1,0,129,Serie A
Evgeniy Lutsenko,,,Â£810Th.,33,187,Forward - Centre-Forward,left,Arsenal Tula,1,0,0,34,32,9,4,2624,28,4,1,2269,25,3,1,1605,27,10,6,1956,32,7,2,1671,25,7,4,1744,31,4,6,2230,31,15,3,2436,6,1,1,442,Premier Liga
Igor Armas,,,Â£540Th.,33,194,Defender - Centre-Back,left,FC Voluntari,1,0,0,120,17,0,1,1467,18,1,2,1274,18,0,1,1472,28,2,1,2507,14,0,0,1089,15,1,2,1213,26,3,0,2269,22,0,0,1761,6,1,0,540,Premier Liga
Tomas Kalas,Â£3.60m,Premier League,Â£4.50m,27,184,Defender - Centre-Back,right,Bristol City,38,1,2,3393,40,1,2,3447,6,0,0,315,19,0,1,1647,30,0,1,2207,40,1,3,3511,36,0,0,2614,41,0,0,3610,24,0,0,2086,3,1,0,108,Premier League
Davide Zappacosta,Â£7.65m,Serie A,Â£18.00m,28,182,Defender - Right-Back,right,Genoa CFC,27,0,0,1756,27,1,0,2171,36,2,2,3153,30,3,1,2350,26,1,1,1351,29,1,4,2333,38,2,2,2305,17,0,2,1020,9,0,1,446,2,1,0,166,Premier League
Kevin De Bruyne,Â£58.50m,Premier League,Â£135.00m,29,181,Midfielder - Attacking Midfield,right,Manchester City,36,8,15,2994,34,10,10,3086,27,3,8,2024,51,16,28,4551,45,17,15,3487,49,7,21,3909,52,12,21,4189,32,6,11,1828,48,16,23,3826,5,1,1,363,Premier League
Ãlvaro Morata,Â£36.00m,LaLiga,Â£58.50m,27,187,Forward - Centre-Forward,right,Juventus FC,38,17,5,2746,33,14,8,2196,34,9,1,969,46,15,7,2302,47,12,11,2377,43,20,6,1903,48,15,6,2794,41,15,1,2709,44,16,4,2801,2,1,0,148,Premier League
Wayne Rooney,Â£13.50m,Premier League,Â£9.00m,34,176,Midfielder - Attacking Midfield,right,Derby County,43,34,9,3644,37,16,14,2825,40,19,22,3317,37,14,6,3236,42,15,6,3549,39,8,10,2445,61,23,9,4782,31,13,8,2636,24,6,3,2100,6,1,0,475,Premier League
David Ospina,Â£6.30m,Premier League,Â£4.50m,32,183,Goalkeeper,right,SSC Napoli,38,45,11,3383,28,29,11,2477,32,27,15,2871,23,17,10,2038,12,17,4,1080,14,22,4,1222,21,20,9,1820,24,25,8,2087,23,22,8,2010,2,1,1,180,Premier League
Diego Costa,Â£45.00m,Premier League,Â£54.00m,32,186,Forward - Centre-Forward,right,AtlÃ©tico Madrid,16,10,4,1317,44,20,13,3054,51,36,4,4155,37,20,5,2935,41,16,11,3370,42,22,8,3490,23,7,6,1615,21,5,3,1530,30,5,5,1808,4,1,0,167,LaLiga
Gabriel Paulista,Â£11.70m,Premier League,Â£18.00m,29,187,Defender - Centre-Back,right,Valencia CF,35,0,0,2856,14,1,0,1260,21,0,0,1789,37,0,2,2944,29,1,0,2448,27,0,0,2216,37,0,0,3147,46,0,1,4019,42,1,1,3642,3,1,0,270,LaLiga
Serge Aurier,Â£13.50m,Ligue 1,Â£18.00m,27,176,Defender - Right-Back,right,Tottenham Hotspur,30,1,0,2238,32,1,6,2788,38,6,7,3377,16,1,7,1314,33,4,3,2919,32,0,5,2561,24,2,3,2025,17,2,3,1358,42,2,8,3546,4,1,1,360,Premier League
Dele Alli,Â£40.50m,Premier League,Â£90.00m,24,188,Midfielder - Attacking Midfield,right,Tottenham Hotspur,0,0,0,0,7,1,0,220,37,7,4,2460,44,16,11,3832,46,10,11,3224,50,22,13,4014,50,14,17,3790,38,7,8,2963,38,9,6,2772,4,1,0,170,Premier League
ÃdÃ¡m BogdÃ¡n,Â£900Th.,Premier League,Â£900Th.,33,194,Goalkeeper,right,FerencvÃ¡rosi TC,30,53,4,2700,41,57,6,3690,30,32,9,2700,15,20,3,1331,12,18,3,1140,17,19,6,1499,,,,,25,32,8,2255,0,0,0,0,1,1,0,90,Premier League
Dejan Lovren,Â£15.30m,Premier League,Â£18.00m,31,188,Defender - Centre-Back,right,Zenit St. Petersburg,31,1,1,2671,24,1,1,2019,31,2,1,2788,38,1,0,2987,39,1,0,3250,33,2,1,2899,43,2,2,3354,18,1,1,1261,15,1,1,1190,12,1,0,1035,Premier League
Virgil van Dijk,Â£27.00m,Premier League,Â£45.00m,29,193,Defender - Centre-Back,right,Liverpool FC,26,3,1,2262,37,2,3,3231,47,5,1,4002,58,10,6,5117,48,3,0,4309,30,4,0,2664,36,2,0,3153,50,6,4,4465,50,5,2,4620,8,1,0,567,Premier League
Emre Can,Â£13.50m,Premier League,Â£27.00m,26,186,Midfielder - Defensive Midfield,right,Borussia Dortmund,17,1,0,1456,21,3,2,1708,39,4,5,2958,40,1,1,3137,49,2,3,4215,40,5,3,2810,38,6,5,2942,37,4,1,2255,23,2,1,1415,6,1,0,540,Premier League
Philippe Coutinho,Â£40.50m,Premier League,Â£90.00m,28,172,Midfielder - Attacking Midfield,right,FC Barcelona,24,6,2,1505,32,6,8,1835,37,5,8,2599,52,8,6,4093,43,12,7,3215,36,14,9,2531,42,21,15,2992,54,11,5,3345,38,11,9,2145,4,1,2,245,Premier League
Lazar Markovic,Â£9.00m,Premier League,Â£7.20m,26,175,Forward - Right Winger,right,FK Partizan Belgrade,33,7,6,1930,31,7,10,2247,49,7,5,2863,34,3,1,1880,21,2,3,1196,28,4,0,1741,9,1,2,492,3,1,0,167,17,5,0,920,8,1,1,530,Premier League
Idrissa Gueye,Â£16.20m,Premier League,Â£18.00m,31,174,Midfielder - Defensive Midfield,right,Paris Saint-Germain,34,0,0,1874,38,0,1,2544,41,1,1,3662,44,4,3,3824,38,1,1,3299,35,1,2,2866,38,3,1,3133,35,0,2,3005,34,1,2,2645,6,1,0,403,Premier League
Gylfi Sigurdsson,Â£22.50m,Premier League,Â£27.00m,31,186,Midfielder - Attacking Midfield,right,Everton FC,26,7,6,2106,48,7,6,2127,35,6,3,2073,35,9,10,2903,37,11,2,3006,40,10,13,3446,33,6,5,2745,41,14,7,3370,38,3,3,2730,8,1,3,439,Premier League
Cheikhou KouyatÃƒÂ©,Â£10.80m,Premier League,Â£10.80m,30,189,Midfielder - Defensive Midfield,right,Crystal Palace,48,0,0,4188,45,1,1,4016,47,1,3,4082,32,4,3,2752,42,5,4,3631,36,4,0,3167,37,2,3,3089,37,0,3,2341,36,1,1,2625,5,1,0,450,Premier League
Manuel Lanzini,Â£13.50m,Premier League,Â£18.00m,27,167,Midfielder - Attacking Midfield,right,West Ham United,11,1,1,219,32,9,4,2242,35,4,7,2919,25,8,11,2211,33,8,4,2495,39,8,2,2927,29,5,9,2255,10,1,2,688,25,0,3,1467,4,1,2,283,Premier League
Harry Maguire,Â£7.20m,Premier League,Â£22.50m,27,194,Defender - Centre-Back,right,Manchester United,56,1,5,5130,53,5,0,4812,52,6,5,4676,22,1,1,1716,33,0,2,2421,36,3,3,2956,44,2,3,4011,32,3,0,2689,55,3,3,4962,5,1,0,450,Premier League
Dimitri Payet,Â£23.40m,Premier League,Â£19.80m,33,175,Forward - Left Winger,right,Olympique Marseille,43,6,8,2301,52,13,23,4206,45,8,8,3063,38,7,21,3203,38,12,15,3223,39,8,11,3153,47,10,23,3536,38,6,8,2461,27,12,6,2400,5,1,1,348,Ligue 1
Oriol Romeu,Â£9.00m,Premier League,Â£10.80m,29,183,Midfielder - Defensive Midfield,right,Southampton FC,24,0,0,1592,9,1,0,486,18,0,0,1399,28,0,0,1888,35,2,1,2067,46,1,1,3866,40,1,0,3276,33,1,0,2328,36,0,0,2396,6,1,0,502,Premier League
Mame Diouf,Â£6.30m,Premier League,Â£6.30m,32,185,Forward - Centre-Forward,right,Hatayspor,24,17,5,1957,36,17,8,2745,20,8,4,1557,38,12,3,2723,30,5,1,1519,29,1,2,1493,37,6,3,2701,18,2,2,878,11,2,0,292,4,1,1,283,Premier League
Joselu,Â£3.15m,Premier League,Â£3.60m,30,192,Forward - Centre-Forward,right,Deportivo AlavÃ©s,38,27,4,2834,25,5,2,1597,33,14,3,2116,32,10,4,2654,27,4,4,1455,24,6,1,1184,32,4,1,1695,20,3,1,968,37,11,3,2876,5,1,0,450,Premier League
Craig Cathcart,Â£3.60m,Premier League,Â£3.15m,31,189,Defender - Centre-Back,right,Watford FC,29,0,1,2545,26,1,0,2062,32,1,0,2801,30,3,1,2619,40,1,0,3483,16,0,1,1177,7,0,0,495,41,3,1,3578,30,0,0,2579,5,1,0,379,Premier League
Kyle Bartley,Â£3.15m,Premier League,Â£3.15m,29,194,Defender - Centre-Back,right,West Bromwich Albion,21,0,1,1679,5,0,0,417,22,5,0,1633,10,0,0,817,9,0,0,644,50,6,2,4489,12,0,0,855,34,2,1,2741,40,1,1,3374,4,1,0,360,Premier League
Luciano Narsingh,Â£4.50m,Premier League,Â£4.50m,30,175,Forward - Right Winger,right,Feyenoord Rotterdam,39,12,26,3352,26,6,9,1817,27,3,4,1218,46,8,12,3483,40,9,6,2714,36,3,4,1582,26,3,4,1155,4,0,0,178,32,7,1,1636,3,1,0,78,Premier League
Borja BastÃ³n,Â£9.00m,Premier League,Â£1.80m,28,186,Forward - Centre-Forward,right,CD LeganÃ©s,21,4,0,852,32,9,0,1801,33,10,0,1909,40,22,5,3400,39,19,4,2685,20,1,0,683,22,2,0,1156,29,5,1,1607,23,6,0,1315,6,1,1,389,LaLiga
Ryan Fraser,Â£4.50m,Premier League,Â£5.40m,26,163,Forward - Left Winger,right,Newcastle United,3,0,0,33,23,0,6,1257,41,4,2,2206,27,2,0,1151,21,6,6,1341,29,3,8,1856,32,6,4,2543,42,8,15,3384,32,1,4,2351,6,1,1,284,Premier League
Marten de Roon,Â£9.00m,Premier League,Â£12.60m,29,185,Midfielder - Defensive Midfield,right,Atalanta BC,33,2,3,2602,37,3,1,3048,35,3,0,3089,37,1,2,3251,37,2,2,3185,35,5,0,2957,47,3,3,3474,44,3,1,3779,45,2,6,3571,4,1,0,304,Serie A
Jermain Defoe,Â£4.50m,Premier League,Â£2.25m,38,171,Forward - Centre-Forward,right,Rangers FC,38,17,8,2211,43,15,6,3027,43,22,6,2912,19,4,1,1637,34,18,1,2641,40,15,2,3458,26,4,1,1190,28,8,8,1400,32,17,1,1401,3,1,1,53,Premier League
Ashley Westwood,Â£3.60m,Premier League,Â£3.60m,30,174,Midfielder - Defensive Midfield,right,Burnley FC,47,3,9,4018,40,0,9,3333,37,3,2,3261,34,0,1,2675,37,2,3,3124,33,0,0,2223,22,0,1,1406,41,2,8,3382,37,2,6,3240,7,1,0,542,Premier League
Jeff Hendrick,Â£5.40m,Premier League,Â£9.00m,28,185,Midfielder - Central Midfield,right,Newcastle United,43,3,3,3603,47,7,4,4036,35,5,1,2300,47,9,8,3518,35,2,3,2217,38,2,1,2933,36,2,2,2519,41,3,2,2735,27,3,2,2140,5,1,1,432,Premier League
Fredrik Ulvestad,Â£675Th.,Premier League,Â£720Th.,28,183,Midfielder - Central Midfield,right,Djurgardens IF,35,5,1,2809,33,8,4,2822,32,3,3,2846,2,0,0,67,7,0,1,303,32,1,5,2744,28,1,1,2286,32,5,3,2875,23,7,1,2058,3,1,0,270,Premier League
Sam Vokes,Â£4.05m,Premier League,Â£5.40m,30,186,Forward - Centre-Forward,right,Stoke City,32,7,3,1573,49,4,2,1821,44,21,4,3808,17,1,0,680,46,16,5,3688,42,12,4,2465,32,4,2,1140,40,7,1,2190,41,7,2,2047,4,1,0,257,Premier League
Max Gradel,Â£6.30m,Premier League,Â£6.30m,32,175,Forward - Left Winger,right,Sivasspor,35,7,3,2165,26,3,2,1622,20,5,5,1087,40,17,5,2999,15,1,5,989,13,1,0,333,35,11,4,2897,39,13,10,3481,22,4,3,1701,4,1,0,339,Ligue 1
Gianluigi Buffon,Â£1.80m,Serie A,Â£1.80m,42,192,Goalkeeper,right,Juventus FC,35,16,21,3150,44,29,22,4020,48,33,26,4217,47,32,24,4260,44,26,25,3990,43,32,21,3855,34,28,18,3033,25,25,9,2264,15,12,5,1350,1,1,0,90,Serie A
Marko Pjaca,Â£13.50m,Serie A,Â£13.50m,25,186,Forward - Left Winger,right,Genoa CFC,1,0,1,24,17,2,1,909,33,7,7,2647,47,14,6,3211,42,12,6,2924,22,3,1,721,13,4,3,710,19,1,1,744,5,1,0,175,2,1,0,92,Serie A
Rafael,Â£1.53m,Serie A,Â£720Th.,30,186,Goalkeeper,right,Reading FC,41,44,14,3720,5,6,2,450,11,9,6,900,32,39,9,2910,0,0,0,0,2,2,0,180,0,0,0,0,4,3,2,390,46,56,13,4170,5,1,4,450,Serie A
Leonardo Bonucci,Â£40.50m,Serie A,Â£31.50m,33,190,Defender - Centre-Back,right,Juventus FC,37,2,1,3147,48,1,0,4324,44,3,3,3797,52,4,0,4694,49,3,1,4386,45,5,1,3741,51,2,1,4501,41,3,3,3550,47,4,0,4165,3,1,0,270,Serie A
Lorenzo Insigne,Â£31.50m,Serie A,Â£54.00m,29,163,Forward - Left Winger,right,SSC Napoli,38,20,14,3397,43,5,9,2129,51,9,11,3286,28,2,6,1425,42,13,10,2856,49,20,11,3767,48,14,13,3865,41,14,6,3068,46,13,8,3513,2,1,0,113,Serie A
DuvÃƒÂ¡n Zapata,Â£7.65m,Serie A,Â£18.00m,29,189,Forward - Centre-Forward,right,Atalanta BC,11,5,0,657,31,13,1,2407,24,8,2,890,31,8,3,1136,27,8,4,1573,39,11,5,3244,32,11,4,2205,48,28,8,3654,33,19,9,2359,4,1,2,277,Serie A
Danilo D'Ambrosio,Â£9.00m,Serie A,Â£10.80m,32,180,Defender - Right-Back,right,Inter Milan,27,3,1,1631,28,2,3,1963,26,2,2,1948,32,3,3,2335,23,2,1,1917,39,3,3,3366,34,2,4,2986,38,2,6,3250,32,5,0,2095,3,1,0,191,Serie A
Roberto Gagliardini,Â£13.50m,Serie A,Â£18.00m,26,188,Midfielder - Central Midfield,right,Inter Milan,13,0,0,631,23,4,0,1661,22,1,1,1374,14,1,0,845,20,1,1,1152,33,2,3,2560,32,0,0,2180,21,5,0,1220,32,4,3,2341,2,1,1,148,Serie A
Rodrigo Palacio,Â£720Th.,Serie A,Â£630Th.,38,176,Forward - Centre-Forward,right,Bologna FC 1909,34,21,6,2899,39,22,8,2889,39,19,7,3270,41,12,9,3104,30,3,4,1524,20,2,3,767,28,4,2,2067,31,3,6,2481,36,8,3,2604,4,1,1,336,Serie A
Rodrigo Ely,Â£1.80m,Serie A,Â£5.40m,26,188,Defender - Centre-Back,right,Deportivo AlavÃ©s,26,2,0,2252,30,1,1,2413,41,0,3,3620,35,0,0,3023,4,0,0,261,11,1,0,878,36,1,1,3138,5,0,0,431,25,2,0,2126,5,1,0,248,LaLiga
Felipe Anderson,Â£22.50m,Serie A,Â£27.00m,27,175,Forward - Left Winger,right,FC Porto,41,6,8,2864,3,0,0,77,20,1,3,987,37,11,10,2527,47,9,5,2924,41,5,12,3244,32,8,9,1760,40,10,5,3197,27,1,5,1610,6,1,2,302,Serie A
Ciro Immobile,Â£18.00m,Serie A,Â£45.00m,30,185,Forward - Centre-Forward,right,SS Lazio,37,28,6,3007,34,5,3,2064,34,23,3,2679,34,10,3,1671,29,9,5,1673,41,26,5,3517,47,41,9,3724,46,19,12,3694,44,39,8,3685,3,1,0,249,Serie A
GermÃ¡n Pezzella,Â£5.40m,LaLiga,Â£11.70m,29,187,Defender - Centre-Back,right,ACF Fiorentina,1,0,0,90,15,1,0,1190,22,2,0,1729,22,1,1,1529,29,3,1,2525,37,1,0,3193,35,1,0,3070,35,2,1,3121,34,3,2,2902,1,1,0,71,Serie A
Khouma Babacar,Â£7.20m,Serie A,Â£7.20m,27,185,Forward - Centre-Forward,right,Alanyaspor,21,5,0,1349,17,2,0,850,42,20,8,3348,28,9,2,1365,24,7,1,1199,31,14,3,1764,31,7,4,1335,31,7,2,1523,25,3,3,1426,5,1,1,187,Serie A
Maxi LÃ³pez,Â£450Th.,Serie A,Â£450Th.,36,192,Forward - Centre-Forward,right,US Sambenedettese,27,7,3,1387,18,5,2,960,24,2,2,1250,37,12,3,1967,29,6,3,1296,18,3,0,564,48,13,9,3432,5,2,0,419,14,1,0,347,6,1,1,490,Serie A
Jasmin Kurtic,Â£6.30m,Serie A,Â£4.50m,31,186,Midfielder - Central Midfield,right,Parma Calcio 1913,43,3,4,3633,32,0,1,2352,36,2,5,2570,28,1,4,1971,34,2,0,2501,39,6,2,2895,35,3,0,2289,31,6,5,2580,39,4,1,3277,2,1,0,138,Serie A
Mattia Perin,Â£13.50m,Serie A,Â£14.40m,27,188,Goalkeeper,right,Genoa CFC,25,39,5,2204,30,66,5,2609,38,52,11,3450,33,38,8,2871,25,30,8,2250,16,19,7,1358,38,43,12,3450,9,8,5,810,21,76,10,1890,2,1,1,180,Serie A
Aleandro Rosi,Â£900Th.,Serie A,Â£810Th.,33,180,Defender - Right-Back,right,AC Perugia Calcio,22,0,3,1848,26,3,0,1964,19,3,1,1106,13,0,0,711,28,0,0,2281,31,1,1,2565,25,0,1,1826,14,0,0,1109,38,0,3,3150,5,1,2,282,Serie A
Dennis Praet,Â£7.65m,Serie A,Â£22.50m,26,181,Midfielder - Central Midfield,right,Leicester City,12,1,2,514,40,6,8,2676,46,5,9,3319,39,9,11,3346,46,6,9,3922,36,1,1,1965,35,1,2,2936,37,2,3,3194,36,1,3,1805,5,1,1,313,Serie A
Silvan Widmer,Â£8.10m,Serie A,Â£7.65m,27,182,Defender - Right-Back,right,FC Basel 1893,33,3,4,2886,37,8,6,3360,21,0,2,1484,38,2,7,3196,28,0,3,1992,29,0,4,2581,26,3,2,1732,41,2,7,3588,50,6,8,4485,6,1,0,540,Serie A
Mattia Destro,Â£7.20m,Serie A,Â£5.40m,29,182,Forward - Centre-Forward,right,Genoa CFC,32,13,4,2304,26,11,3,1537,24,15,2,1515,34,8,0,1892,27,8,2,2135,33,11,2,2728,27,6,4,1662,18,4,1,563,16,0,0,471,2,1,0,180,Serie A
Diego Farias,Â£3.60m,Serie A,Â£2.97m,30,172,Forward - Second Striker,right,Spezia Calcio,42,5,3,3150,36,10,5,2557,13,1,1,457,32,8,7,2014,37,14,13,2577,20,7,2,1163,30,1,6,1810,35,7,5,2051,19,2,2,837,3,1,0,66,Serie A
Alberto Paloschi,Â£3.60m,Serie A,Â£3.15m,30,183,Forward - Centre-Forward,right,SPAL,36,6,4,2044,20,7,0,1287,37,15,3,2658,37,9,3,2661,32,11,1,2461,14,0,0,499,37,7,1,2279,25,2,0,959,19,1,3,818,4,1,0,254,Serie A
Bartosz Salamon,Â£1.44m,Serie A,Â£1.26m,29,194,Defender - Centre-Back,right,SPAL,25,1,2,2048,23,3,1,2100,3,0,0,166,38,1,0,3115,34,2,1,2689,17,0,1,932,22,0,0,1722,21,0,0,1814,8,0,0,366,4,1,0,315,Serie A
Lucas Castro,Â£6.75m,Serie A,Â£6.30m,31,182,Midfielder - Central Midfield,right,SPAL,29,5,3,2083,39,4,6,2199,29,3,2,1978,26,6,2,1876,35,3,0,2906,35,6,5,2936,25,3,3,1993,13,1,3,987,24,2,0,1150,2,1,0,131,Serie A
